cidade_match,BAIRRO DO FATO,ano,mes,count
Arapiraca,Olho d Água dos Cazuzinhos,2023,11,1
Arapiraca,Olho d Água dos Cazuzinhos,2023,12,2
Arapiraca,Olho d Água dos Cazuzinhos,2024,1,1
Arapiraca,Olho d Água dos Cazuzinhos,2024,2,1
Arapiraca,Olho d Água dos Cazuzinhos,2024,3,1
Arapiraca,Olho d Água dos Cazuzinhos,2024,4,3
Arapiraca,Olho d Água dos Cazuzinhos,2024,11,1
Arapiraca,Olho d Água dos Cazuzinhos,2025,1,1
Arapiraca,Olho d Água dos Cazuzinhos,2025,2,1
Arapiraca,Olho d Água dos Cazuzinhos,2025,3,1
Arapiraca,Olho d Água dos Cazuzinhos,2025,4,2
Arapiraca,Olho d Água dos Cazuzinhos,2025,7,1
Arapiraca,Olho d Água dos Cazuzinhos,2025,8,2
Arapiraca,Olho d Água dos Cazuzinhos,2025,12,1
Arapiraca,Olho d Água dos Cazuzinhos,2026,1,1
Arapiraca,Ouro Preto,2012,2,1
Arapiraca,Ouro Preto,2014,7,1
Arapiraca,Ouro Preto,2014,10,1
Arapiraca,Ouro Preto,2015,7,1
Arapiraca,Ouro Preto,2016,8,1
Arapiraca,Ouro Preto,2016,11,1
Arapiraca,Ouro Preto,2017,4,1
Arapiraca,Ouro Preto,2018,9,1
Arapiraca,Ouro Preto,2018,12,1
Arapiraca,Ouro Preto,2019,4,1
Arapiraca,Ouro Preto,2019,9,1
Arapiraca,Ouro Preto,2020,3,2
Arapiraca,Ouro Preto,2020,9,2
Arapiraca,Ouro Preto,2021,12,1
Arapiraca,Ouro Preto,2022,10,1
Arapiraca,Ouro Preto,2023,11,2
Arapiraca,Ouro Preto,2024,8,1
Arapiraca,Ouro Preto,2026,2,1
Arapiraca,Padre Antônio Lima Neto,2015,7,1
Arapiraca,Padre Antônio Lima Neto,2015,10,1
Arapiraca,Padre Antônio Lima Neto,2017,3,1
Arapiraca,Padre Antônio Lima Neto,2020,11,1
Arapiraca,Padre Antônio Lima Neto,2021,5,1
Arapiraca,Padre Antônio Lima Neto,2021,9,1
Arapiraca,Padre Antônio Lima Neto,2022,3,1
Arapiraca,Padre Antônio Lima Neto,2022,4,1
Arapiraca,Planalto,2012,2,1
Arapiraca,Planalto,2012,3,1
Arapiraca,Planalto,2012,5,1
Arapiraca,Planalto,2012,6,1
Arapiraca,Planalto,2012,7,1
Arapiraca,Planalto,2012,8,1
Arapiraca,Planalto,2012,9,2
Arapiraca,Planalto,2013,1,1
Arapiraca,Planalto,2013,2,1
Arapiraca,Planalto,2013,4,2
Arapiraca,Planalto,2013,6,1
Arapiraca,Planalto,2013,7,1
Arapiraca,Planalto,2013,10,1
Arapiraca,Planalto,2013,11,2
Arapiraca,Planalto,2014,1,1
Arapiraca,Planalto,2014,2,1
Arapiraca,Planalto,2014,3,3
Arapiraca,Planalto,2014,4,1
Arapiraca,Planalto,2014,5,1
Arapiraca,Planalto,2014,6,1
Arapiraca,Planalto,2014,11,1
Arapiraca,Planalto,2015,3,1
Arapiraca,Planalto,2015,4,2
Arapiraca,Planalto,2015,7,1
Arapiraca,Planalto,2015,8,2
Arapiraca,Planalto,2015,11,1
Arapiraca,Planalto,2015,12,1
Arapiraca,Planalto,2016,1,3
Arapiraca,Planalto,2016,3,1
Arapiraca,Planalto,2016,5,1
Arapiraca,Planalto,2016,6,1
Arapiraca,Planalto,2016,7,1
Arapiraca,Planalto,2016,10,1
Arapiraca,Planalto,2016,11,1
Arapiraca,Planalto,2016,12,2
Arapiraca,Planalto,2017,5,1
Arapiraca,Planalto,2017,9,1
Arapiraca,Planalto,2017,12,1
Arapiraca,Planalto,2018,4,1
Arapiraca,Planalto,2018,8,1
Arapiraca,Planalto,2018,10,1
Arapiraca,Planalto,2019,1,1
Arapiraca,Planalto,2019,2,1
Arapiraca,Planalto,2020,2,1
Arapiraca,Planalto,2020,8,1
Arapiraca,Planalto,2021,1,1
Arapiraca,Planalto,2021,2,2
Arapiraca,Planalto,2021,5,1
Arapiraca,Planalto,2021,6,1
Arapiraca,Planalto,2021,12,1
Arapiraca,Planalto,2022,6,1
Arapiraca,Planalto,2022,11,1
Arapiraca,Planalto,2022,12,1
Arapiraca,Planalto,2023,6,2
Arapiraca,Planalto,2023,10,3
Arapiraca,Planalto,2023,11,1
Arapiraca,Planalto,2024,1,1
Arapiraca,Planalto,2024,2,1
Arapiraca,Planalto,2024,6,1
Arapiraca,Planalto,2024,10,1
Arapiraca,Planalto,2024,11,1
Arapiraca,Planalto,2025,2,1
Arapiraca,Planalto,2025,5,1
Arapiraca,Planalto,2026,4,1
Arapiraca,Povoado Baixa da Onça,2014,2,1
Arapiraca,Povoado Baixa da Onça,2016,1,1
Arapiraca,Povoado Baixa da Onça,2018,4,1
Arapiraca,Povoado Baixa da Onça,2018,6,1
Arapiraca,Povoado Baixa da Onça,2019,7,1
Arapiraca,Povoado Baixa da Onça,2024,9,1
Arapiraca,Povoado Baixa da Onça,2025,6,1
Arapiraca,Povoado Canaã,2013,9,1
Arapiraca,Povoado Canaã,2017,9,1
Arapiraca,Povoado Canaã,2017,10,1
Arapiraca,Povoado Canaã,2018,2,1
Arapiraca,Povoado Canaã,2018,3,1
Arapiraca,Povoado Canaã,2018,6,1
Arapiraca,Povoado Canaã,2019,4,1
Arapiraca,Povoado Canaã,2019,12,1
Arapiraca,Povoado Canaã,2020,2,1
Arapiraca,Povoado Canaã,2022,3,1
Arapiraca,Povoado Canaã,2022,6,1
Arapiraca,Povoado Canaã,2023,11,1
Arapiraca,Povoado Canaã,2024,4,1
Arapiraca,Povoado Canaã,2025,6,1
Arapiraca,Povoado Capim,2012,7,1
Arapiraca,Povoado Capim,2014,8,1
Arapiraca,Povoado Capim,2014,11,1
Arapiraca,Povoado Capim,2015,12,2
Arapiraca,Povoado Capim,2017,8,1
Arapiraca,Povoado Capim,2018,11,1
Arapiraca,Povoado Capim,2019,1,3
Arapiraca,Povoado Capim,2019,8,1
Arapiraca,Povoado Capim,2025,11,1
Arapiraca,Povoado Capim,2026,1,1
Arapiraca,Povoado Fazenda Velha,2016,11,1
Arapiraca,Povoado Fazenda Velha,2017,8,2
Arapiraca,Povoado Fazenda Velha,2018,9,1
Arapiraca,Povoado Fazenda Velha,2020,12,1
Arapiraca,Povoado Fazenda Velha,2021,1,1
Arapiraca,Povoado Fazenda Velha,2022,2,2
Arapiraca,Povoado Fazenda Velha,2023,11,3
Arapiraca,Povoado Fazenda Velha,2024,4,1
Arapiraca,Povoado Lagoa Cavada,2014,7,1
Arapiraca,Povoado Lagoa Cavada,2022,7,1
Arapiraca,Povoado Lagoa Cavada,2023,10,1
Arapiraca,Povoado Mocó,2013,5,1
Arapiraca,Povoado Pau Ferro,2012,10,1
Arapiraca,Povoado Pau Ferro,2017,2,1
Arapiraca,Povoado Pau Ferro,2018,6,1
Arapiraca,Povoado Pau Ferro,2019,7,1
Arapiraca,Primavera,2012,2,1
Arapiraca,Primavera,2012,3,2
Arapiraca,Primavera,2012,4,1
Arapiraca,Primavera,2012,6,1
Arapiraca,Primavera,2012,8,2
Arapiraca,Primavera,2012,9,1
Arapiraca,Primavera,2012,10,3
Arapiraca,Primavera,2012,11,3
Arapiraca,Primavera,2012,12,3
Arapiraca,Primavera,2013,4,2
Arapiraca,Primavera,2013,6,1
Arapiraca,Primavera,2013,8,1
Arapiraca,Primavera,2013,12,4
Arapiraca,Primavera,2014,1,2
Arapiraca,Primavera,2014,2,1
Arapiraca,Primavera,2014,5,1
Arapiraca,Primavera,2014,6,1
Arapiraca,Primavera,2014,7,1
Arapiraca,Primavera,2014,8,5
Arapiraca,Primavera,2014,9,1
Arapiraca,Primavera,2014,11,1
Arapiraca,Primavera,2014,12,1
Arapiraca,Primavera,2015,1,4
Arapiraca,Primavera,2015,2,1
Arapiraca,Primavera,2015,3,2
Arapiraca,Primavera,2015,4,1
Arapiraca,Primavera,2015,6,1
Arapiraca,Primavera,2015,7,1
Arapiraca,Primavera,2015,8,1
Arapiraca,Primavera,2015,10,2
Arapiraca,Primavera,2016,3,3
Arapiraca,Primavera,2016,5,2
Arapiraca,Primavera,2016,6,1
Arapiraca,Primavera,2016,7,1
Arapiraca,Primavera,2017,2,2
Arapiraca,Primavera,2017,6,1
Arapiraca,Primavera,2017,8,1
Arapiraca,Primavera,2017,10,1
Arapiraca,Primavera,2017,11,1
Arapiraca,Primavera,2017,12,1
Arapiraca,Primavera,2018,3,1
Arapiraca,Primavera,2018,4,2
Arapiraca,Primavera,2018,5,2
Arapiraca,Primavera,2018,6,1
Arapiraca,Primavera,2018,7,1
Arapiraca,Primavera,2019,10,1
Arapiraca,Primavera,2019,11,1
Arapiraca,Primavera,2019,12,1
Arapiraca,Primavera,2020,10,1
Arapiraca,Primavera,2020,12,1
Arapiraca,Primavera,2021,3,1
Arapiraca,Primavera,2021,4,2
Arapiraca,Primavera,2021,9,2
Arapiraca,Primavera,2022,4,1
Arapiraca,Primavera,2022,5,1
Arapiraca,Primavera,2022,12,1
Arapiraca,Primavera,2023,5,1
Arapiraca,Primavera,2023,8,1
Arapiraca,Primavera,2023,9,1
Arapiraca,Primavera,2024,4,2
Arapiraca,Primavera,2024,10,2
Arapiraca,Primavera,2024,11,4
Arapiraca,Primavera,2025,1,1
Arapiraca,Primavera,2025,3,2
Arapiraca,Primavera,2025,5,1
Arapiraca,Primavera,2025,6,1
Arapiraca,Primavera,2025,7,1
Arapiraca,Primavera,2025,8,1
Arapiraca,Primavera,2025,9,1
Arapiraca,Primavera,2025,10,1
Arapiraca,Primavera,2025,12,2
Arapiraca,Santa Edwiges,2012,2,1
Arapiraca,Santa Edwiges,2012,11,1
Arapiraca,Santa Edwiges,2013,4,1
Arapiraca,Santa Edwiges,2013,10,1
Arapiraca,Santa Edwiges,2015,1,1
Arapiraca,Santa Edwiges,2016,6,1
Arapiraca,Santa Edwiges,2019,2,1
Arapiraca,Santa Edwiges,2021,9,1
Arapiraca,Santa Edwiges,2022,9,1
Arapiraca,Santa Edwiges,2022,10,1
Arapiraca,Santa Esmeralda,2014,1,1
Arapiraca,Santa Esmeralda,2014,5,1
Arapiraca,Santa Esmeralda,2015,7,1
Arapiraca,Santa Esmeralda,2020,8,1
Arapiraca,Senador Arnon de Melo,2012,3,1
Arapiraca,Senador Arnon de Melo,2012,12,2
Arapiraca,Senador Arnon de Melo,2014,2,1
Arapiraca,Senador Arnon de Melo,2015,12,1
Arapiraca,Senador Arnon de Melo,2018,4,1
Arapiraca,Senador Arnon de Melo,2019,1,1
Arapiraca,Senador Arnon de Melo,2019,10,1
Arapiraca,Senador Arnon de Melo,2019,11,1
Arapiraca,Senador Arnon de Melo,2020,3,1
Arapiraca,Senador Arnon de Melo,2021,1,1
Arapiraca,Senador Arnon de Melo,2021,8,1
Arapiraca,Senador Arnon de Melo,2023,1,1
Arapiraca,Senador Arnon de Melo,2025,1,1
Arapiraca,Senador Arnon de Melo,2025,4,1
Arapiraca,Senador Arnon de Melo,2025,6,1
Arapiraca,Senador Nilo Coelho,2012,1,1
Arapiraca,Senador Nilo Coelho,2012,11,1
Arapiraca,Senador Nilo Coelho,2013,6,1
Arapiraca,Senador Nilo Coelho,2013,12,1
Arapiraca,Senador Nilo Coelho,2014,3,1
Arapiraca,Senador Nilo Coelho,2015,6,1
Arapiraca,Senador Nilo Coelho,2015,8,1
Arapiraca,Senador Nilo Coelho,2015,9,1
Arapiraca,Senador Nilo Coelho,2017,1,1
Arapiraca,Senador Nilo Coelho,2017,2,1
Arapiraca,Senador Nilo Coelho,2017,11,1
Arapiraca,Senador Nilo Coelho,2018,1,1
Arapiraca,Senador Nilo Coelho,2018,4,1
Arapiraca,Senador Nilo Coelho,2018,12,1
Arapiraca,Senador Nilo Coelho,2019,12,1
Arapiraca,Senador Nilo Coelho,2021,3,1
Arapiraca,Senador Nilo Coelho,2021,6,1
Arapiraca,Senador Nilo Coelho,2021,9,1
Arapiraca,Senador Nilo Coelho,2021,10,1
Arapiraca,Senador Nilo Coelho,2021,11,1
Arapiraca,Senador Nilo Coelho,2022,5,1
Arapiraca,Senador Nilo Coelho,2022,7,1
Arapiraca,Senador Nilo Coelho,2022,8,1
Arapiraca,Senador Nilo Coelho,2022,12,1
Arapiraca,Senador Nilo Coelho,2023,10,1
Arapiraca,Senador Nilo Coelho,2024,8,1
Arapiraca,Senador Nilo Coelho,2025,6,1
Arapiraca,Senador Nilo Coelho,2026,2,1
Arapiraca,Senador Teotônio Vilela,2015,3,1
Arapiraca,Senador Teotônio Vilela,2016,3,1
Arapiraca,Senador Teotônio Vilela,2019,2,1
Arapiraca,Senador Teotônio Vilela,2020,12,2
Arapiraca,Senador Teotônio Vilela,2021,8,1
Arapiraca,Senador Teotônio Vilela,2021,10,1
Arapiraca,Senador Teotônio Vilela,2022,8,1
Arapiraca,Senador Teotônio Vilela,2022,10,2
Arapiraca,Senador Teotônio Vilela,2023,7,2
Arapiraca,São Luiz,2012,8,1
Arapiraca,São Luiz,2012,12,1
Arapiraca,São Luiz,2014,7,1
Arapiraca,São Luiz,2014,11,1
Arapiraca,São Luiz,2015,3,1
Arapiraca,São Luiz,2019,8,1
Arapiraca,São Luiz II,2012,10,1
Arapiraca,São Luiz II,2015,3,1
Arapiraca,São Luiz II,2018,6,1
Arapiraca,São Luiz II,2018,9,1
Arapiraca,São Luiz II,2019,4,2
Arapiraca,São Luiz II,2023,7,1
Arapiraca,Sítio Alazão,2013,4,1
Arapiraca,Sítio Alazão,2013,5,1
Arapiraca,Sítio Alazão,2014,12,1
Arapiraca,Sítio Alazão,2020,12,1
Arapiraca,Sítio Alazão,2021,4,1
Arapiraca,Sítio Alazão,2022,2,1
Arapiraca,Sítio Alazão,2024,11,1
Arapiraca,Sítio Alazão,2025,3,1
Arapiraca,Sítio Alazão,2025,4,1
Arapiraca,Sítio Baixa do Capim,2023,10,1
Arapiraca,Sítio Barreiras,2015,3,2
Arapiraca,Sítio Barreiras,2015,5,2
Arapiraca,Sítio Barreiras,2015,6,1
Arapiraca,Sítio Barreiras,2017,12,1
Arapiraca,Sítio Barreiras,2018,9,1
Arapiraca,Sítio Barreiras,2020,11,1
Arapiraca,Sítio Barreiras,2021,6,1
Arapiraca,Sítio Barreiras,2021,9,1
Arapiraca,Sítio Batingas,2013,6,1
Arapiraca,Sítio Bom Jardim,2013,8,1
Arapiraca,Sítio Bom Jardim,2017,1,1
Arapiraca,Sítio Bom Jardim,2017,11,1
Arapiraca,Sítio Bom Jardim,2019,2,1
Arapiraca,Sítio Bom Jardim,2019,11,1
Arapiraca,Sítio Bom Jardim,2023,2,2
Arapiraca,Sítio Bom Jardim,2023,5,1
Arapiraca,Sítio Bom Nome,2016,10,1
Arapiraca,Sítio Bom Nome,2018,12,1
Arapiraca,Sítio Bom Nome,2019,1,1
Arapiraca,Sítio Bom Nome,2020,9,1
Arapiraca,Sítio Bom Nome,2022,1,1
Arapiraca,Sítio Bom Nome,2023,12,1
Arapiraca,Sítio Braúnas,2019,4,1
Arapiraca,Sítio Breu,2012,8,1
Arapiraca,Sítio Breu,2014,6,2
Arapiraca,Sítio Breu,2016,10,1
Arapiraca,Sítio Breu,2017,1,2
Arapiraca,Sítio Breu,2019,7,1
Arapiraca,Sítio Bálsamo,2013,12,1
Arapiraca,Sítio Bálsamo,2014,2,1
Arapiraca,Sítio Bálsamo,2016,7,1
Arapiraca,Sítio Bálsamo,2018,4,1
Arapiraca,Sítio Bálsamo,2020,4,1
Arapiraca,Sítio Bálsamo,2020,8,1
Arapiraca,Sítio Bálsamo,2020,10,1
Arapiraca,Sítio Cajarana,2019,11,1
Arapiraca,Sítio Cajarana,2024,4,1
Arapiraca,Sítio Cangandu,2012,7,1
Arapiraca,Sítio Cangandu,2017,11,1
Arapiraca,Sítio Cangandu,2018,5,1
Arapiraca,Sítio Cangandu,2019,4,1
Arapiraca,Sítio Cangandu,2019,6,1
Arapiraca,Sítio Cangandu,2019,10,1
Arapiraca,Sítio Cangandu,2020,1,1
Arapiraca,Sítio Cangandu,2020,5,1
Arapiraca,Sítio Cangandu,2020,11,1
Arapiraca,Sítio Cangandu,2021,8,1
Arapiraca,Sítio Cangandu,2021,11,1
Arapiraca,Sítio Cangandu,2022,1,1
Arapiraca,Sítio Cangandu,2023,1,1
Arapiraca,Sítio Cangandu,2023,10,1
Arapiraca,Sítio Cangandu,2024,3,1
Arapiraca,Sítio Cangandu,2024,8,1
Arapiraca,Sítio Cangandu,2024,9,1
Arapiraca,Sítio Cangandu,2025,2,1
Arapiraca,Sítio Cangandu,2026,4,1
Arapiraca,Sítio Carrasco,2012,10,1
Arapiraca,Sítio Carrasco,2016,8,1
Arapiraca,Sítio Carrasco,2020,3,1
Arapiraca,Sítio Carrasco,2025,6,1
Arapiraca,Sítio Corredor,2013,12,2
Arapiraca,Sítio Corredor,2015,5,1
Arapiraca,Sítio Fernandes,2012,8,1
Arapiraca,Sítio Fernandes,2013,7,1
Arapiraca,Sítio Fernandes,2013,12,1
Arapiraca,Sítio Fernandes,2018,6,1
Arapiraca,Sítio Fernandes,2021,3,1
Arapiraca,Sítio Fernandes,2024,12,1
Arapiraca,Sítio Flexeiras,2016,12,1
Arapiraca,Sítio Flexeiras,2017,10,1
Arapiraca,Sítio Flexeiras,2019,7,1
Arapiraca,Sítio Flexeiras,2020,9,1
Arapiraca,Sítio Flexeiras,2021,4,1
Arapiraca,Sítio Flexeiras,2025,7,1
Arapiraca,Sítio Furnas,2019,2,1
Arapiraca,Sítio Furnas,2019,3,1
Arapiraca,Sítio Furnas,2026,2,1
Arapiraca,Sítio Gruta d Água,2013,12,1
Arapiraca,Sítio Gruta d Água,2020,5,1
Arapiraca,Sítio Itapicuru,2020,5,2
Arapiraca,Sítio Lagoa do Rancho,2018,3,1
Arapiraca,Sítio Lagoa do Rancho,2019,5,1
Arapiraca,Sítio Lagoa do Rancho,2024,11,1
Arapiraca,Sítio Laranjal,2013,8,1
Arapiraca,Sítio Laranjal,2015,3,1
Arapiraca,Sítio Laranjal,2017,10,1
Arapiraca,Sítio Laranjal,2020,2,1
Arapiraca,Sítio Laranjal,2024,4,4
Arapiraca,Sítio Mulungu,2012,2,1
Arapiraca,Sítio Mulungu,2012,3,1
Arapiraca,Sítio Mulungu,2012,5,1
Arapiraca,Sítio Mulungu,2012,11,1
Arapiraca,Sítio Mulungu,2013,4,1
Arapiraca,Sítio Mulungu,2014,1,1
Arapiraca,Sítio Mulungu,2020,5,1
Arapiraca,Sítio Mulungu,2024,7,1
Arapiraca,Sítio Mundo Novo,2012,5,1
Arapiraca,Sítio Mundo Novo,2021,9,1
Arapiraca,Sítio Mundo Novo,2023,8,1
Arapiraca,Sítio Oitizeiro,2017,1,1
Arapiraca,Sítio Pau d Arco,2012,1,1
Arapiraca,Sítio Pau d Arco,2012,2,1
Arapiraca,Sítio Pau d Arco,2012,9,1
Arapiraca,Sítio Pau d Arco,2013,8,1
Arapiraca,Sítio Pau d Arco,2016,5,1
Arapiraca,Sítio Pau d Arco,2016,6,1
Arapiraca,Sítio Pau d Arco,2017,7,1
Arapiraca,Sítio Pau d Arco,2018,3,1
Arapiraca,Sítio Pau d Arco,2018,12,1
Arapiraca,Sítio Pau d Arco,2021,1,1
Arapiraca,Sítio Pau d Arco,2021,5,1
Arapiraca,Sítio Pau d Arco,2024,1,1
Arapiraca,Sítio Pau d Arco,2026,1,1
Arapiraca,Sítio Piauí,2013,5,1
Arapiraca,Sítio Piauí,2015,4,1
Arapiraca,Sítio Piauí,2021,10,1
Arapiraca,Sítio Ponto Novo,2012,6,1
Arapiraca,Sítio Ponto Novo,2012,8,1
Arapiraca,Sítio Ponto Novo,2013,3,1
Arapiraca,Sítio Ponto Novo,2013,7,1
Arapiraca,Sítio Poço da Pedra,2023,11,1
Arapiraca,Sítio Poção,2012,7,1
Arapiraca,Sítio Poção,2016,6,1
Arapiraca,Sítio Poção,2021,3,1
Arapiraca,Sítio Poção,2024,4,1
Arapiraca,Sítio Poção,2024,7,1
Arapiraca,Sítio Sapucaia,2014,10,1
Arapiraca,Sítio Sapucaia,2025,7,1
Arapiraca,Sítio Sementeira,2016,9,1
Arapiraca,Sítio Taquara,2018,6,1
Arapiraca,Sítio Taquara,2024,9,1
Arapiraca,Sítio Tingui,2017,4,1
Arapiraca,Sítio Xexéu,2018,1,1
Arapiraca,Sítio Xexéu,2018,3,1
Arapiraca,Sítio Xexéu,2023,2,1
Arapiraca,Sítio Xexéu,2026,1,1
Arapiraca,Verdes Campos,2012,11,2
Arapiraca,Verdes Campos,2013,4,1
Arapiraca,Verdes Campos,2014,8,1
Arapiraca,Verdes Campos,2014,9,1
Arapiraca,Verdes Campos,2014,10,1
Arapiraca,Verdes Campos,2015,7,1
Arapiraca,Verdes Campos,2016,2,1
Arapiraca,Verdes Campos,2016,7,1
Arapiraca,Verdes Campos,2018,2,1
Arapiraca,Verdes Campos,2018,9,1
Arapiraca,Verdes Campos,2020,12,2
Arapiraca,Verdes Campos,2021,9,1
Arapiraca,Verdes Campos,2022,12,1
Arapiraca,Verdes Campos,2024,4,2
Arapiraca,Verdes Campos,2025,11,1
Arapiraca,Vila Aparecida,2017,12,1
Arapiraca,Vila Aparecida,2024,3,1
Arapiraca,Vila Bananeira,2012,9,1
Arapiraca,Vila Bananeira,2013,3,1
Arapiraca,Vila Bananeira,2014,1,1
Arapiraca,Vila Bananeira,2014,7,1
Arapiraca,Vila Bananeira,2015,1,1
Arapiraca,Vila Bananeira,2015,8,1
Arapiraca,Vila Bananeira,2016,4,1
Arapiraca,Vila Bananeira,2016,7,1
Arapiraca,Vila Bananeira,2016,10,1
Arapiraca,Vila Bananeira,2017,4,1
Arapiraca,Vila Bananeira,2017,6,1
Arapiraca,Vila Bananeira,2017,8,1
Arapiraca,Vila Bananeira,2017,9,1
Arapiraca,Vila Bananeira,2018,1,1
Arapiraca,Vila Bananeira,2018,2,1
Arapiraca,Vila Bananeira,2018,6,1
Arapiraca,Vila Bananeira,2019,6,1
Arapiraca,Vila Bananeira,2019,7,1
Arapiraca,Vila Bananeira,2020,1,1
Arapiraca,Vila Bananeira,2021,7,1
Arapiraca,Vila Bananeira,2021,11,1
Arapiraca,Vila Bananeira,2022,10,1
Arapiraca,Vila Bananeira,2024,5,1
Arapiraca,Vila São Francisco,2019,10,1
Arapiraca,Vila São Francisco,2020,6,1
Arapiraca,Vila São Francisco,2023,4,1
Arapiraca,Vila São José,2015,5,1
Arapiraca,Vila São José,2015,9,1
Arapiraca,Vila São José,2016,2,1
Arapiraca,Vila São José,2017,10,1
Arapiraca,Vila São José,2019,10,1
Arapiraca,Vila São José,2020,7,1
Arapiraca,Vila São José,2021,4,3
Arapiraca,Vila São José,2022,6,1
Arapiraca,Vila São José,2022,12,2
Arapiraca,Zona Rural Leste,2012,1,2
Arapiraca,Zona Rural Leste,2012,2,1
Arapiraca,Zona Rural Leste,2012,3,1
Arapiraca,Zona Rural Leste,2012,4,1
Arapiraca,Zona Rural Leste,2012,6,2
Arapiraca,Zona Rural Leste,2012,7,2
Arapiraca,Zona Rural Leste,2012,11,1
Arapiraca,Zona Rural Leste,2013,1,1
Arapiraca,Zona Rural Leste,2013,3,2
Arapiraca,Zona Rural Leste,2013,9,1
Arapiraca,Zona Rural Leste,2013,10,2
Arapiraca,Zona Rural Leste,2014,1,1
Arapiraca,Zona Rural Leste,2014,9,4
Arapiraca,Zona Rural Leste,2015,2,1
Arapiraca,Zona Rural Leste,2015,3,1
Arapiraca,Zona Rural Leste,2015,5,1
Arapiraca,Zona Rural Leste,2015,7,2
Arapiraca,Zona Rural Leste,2015,8,1
Arapiraca,Zona Rural Leste,2015,9,1
Arapiraca,Zona Rural Leste,2015,11,4
Arapiraca,Zona Rural Leste,2015,12,1
Arapiraca,Zona Rural Leste,2016,1,1
Arapiraca,Zona Rural Leste,2016,2,1
Arapiraca,Zona Rural Leste,2016,3,1
Arapiraca,Zona Rural Leste,2016,5,1
Arapiraca,Zona Rural Leste,2016,11,1
Arapiraca,Zona Rural Leste,2017,2,1
Arapiraca,Zona Rural Leste,2019,8,1
Arapiraca,Zona Rural Leste,2019,10,1
Arapiraca,Zona Rural Leste,2020,3,1
Arapiraca,Zona Rural Leste,2020,4,1
Arapiraca,Zona Rural Leste,2023,1,2
Arapiraca,Zona Rural Leste,2023,5,1
Arapiraca,Zona Rural Leste,2024,10,1
Arapiraca,Zona Rural Leste,2024,12,1
Arapiraca,Zona Rural Leste,2025,3,1
Arapiraca,Zona Rural Leste,2025,6,1
Arapiraca,Zona Rural Oeste,2012,1,1
Arapiraca,Zona Rural Oeste,2012,3,2
Arapiraca,Zona Rural Oeste,2012,7,2
Arapiraca,Zona Rural Oeste,2012,8,1
Arapiraca,Zona Rural Oeste,2012,9,2
Arapiraca,Zona Rural Oeste,2012,10,1
Arapiraca,Zona Rural Oeste,2012,11,2
Arapiraca,Zona Rural Oeste,2012,12,1
Arapiraca,Zona Rural Oeste,2013,1,2
Arapiraca,Zona Rural Oeste,2013,4,1
Arapiraca,Zona Rural Oeste,2013,9,1
Arapiraca,Zona Rural Oeste,2013,11,3
Arapiraca,Zona Rural Oeste,2013,12,1
Arapiraca,Zona Rural Oeste,2014,1,1
Arapiraca,Zona Rural Oeste,2014,3,2
Arapiraca,Zona Rural Oeste,2015,7,1
Arapiraca,Zona Rural Oeste,2015,9,1
Arapiraca,Zona Rural Oeste,2016,1,2
Arapiraca,Zona Rural Oeste,2016,2,1
Arapiraca,Zona Rural Oeste,2017,4,1
Arapiraca,Zona Rural Oeste,2017,6,1
Arapiraca,Zona Rural Oeste,2017,10,1
Arapiraca,Zona Rural Oeste,2017,11,1
Arapiraca,Zona Rural Oeste,2018,9,2
Arapiraca,Zona Rural Oeste,2021,4,1
Arapiraca,Zona Rural Oeste,2021,7,1
Arapiraca,Zona Rural Oeste,2024,8,1
Arapiraca,Zélia Barbosa Rocha,2012,1,1
Arapiraca,Zélia Barbosa Rocha,2012,3,1
Arapiraca,Zélia Barbosa Rocha,2012,4,1
Arapiraca,Zélia Barbosa Rocha,2012,10,1
Arapiraca,Zélia Barbosa Rocha,2013,3,1
Arapiraca,Zélia Barbosa Rocha,2013,4,1
Arapiraca,Zélia Barbosa Rocha,2013,9,1
Arapiraca,Zélia Barbosa Rocha,2013,11,1
Arapiraca,Zélia Barbosa Rocha,2013,12,1
Arapiraca,Zélia Barbosa Rocha,2014,1,2
Arapiraca,Zélia Barbosa Rocha,2014,2,1
Arapiraca,Zélia Barbosa Rocha,2014,5,1
Arapiraca,Zélia Barbosa Rocha,2014,8,2
Arapiraca,Zélia Barbosa Rocha,2014,11,1
Arapiraca,Zélia Barbosa Rocha,2015,1,1
Arapiraca,Zélia Barbosa Rocha,2015,7,1
Arapiraca,Zélia Barbosa Rocha,2016,12,1
Arapiraca,Zélia Barbosa Rocha,2017,10,1
Arapiraca,Zélia Barbosa Rocha,2017,11,2
Arapiraca,Zélia Barbosa Rocha,2018,4,1
Arapiraca,Zélia Barbosa Rocha,2019,2,1
Arapiraca,Zélia Barbosa Rocha,2020,5,1
Arapiraca,Zélia Barbosa Rocha,2020,8,1
Arapiraca,Zélia Barbosa Rocha,2020,9,1
Arapiraca,Zélia Barbosa Rocha,2021,1,1
Arapiraca,Zélia Barbosa Rocha,2021,8,1
Arapiraca,Zélia Barbosa Rocha,2022,3,1
Arapiraca,Zélia Barbosa Rocha,2023,9,1
Arapiraca,Zélia Barbosa Rocha,2023,10,1
Arapiraca,Zélia Barbosa Rocha,2025,7,1
Arapiraca,Zélia Barbosa Rocha,2025,8,1
Maceio,Antares,2012,2,1
Maceio,Antares,2012,6,3
Maceio,Antares,2012,10,2
Maceio,Antares,2013,2,3
Maceio,Antares,2013,3,2
