cidade_match,BAIRRO DO FATO,ano,mes,count
Maceio,Antares,2013,5,2
Maceio,Antares,2013,6,1
Maceio,Antares,2013,10,1
Maceio,Antares,2014,4,1
Maceio,Antares,2014,5,1
Maceio,Antares,2014,6,1
Maceio,Antares,2015,1,1
Maceio,Antares,2015,4,2
Maceio,Antares,2015,7,1
Maceio,Antares,2015,10,1
Maceio,Antares,2015,11,4
Maceio,Antares,2015,12,1
Maceio,Antares,2016,4,1
Maceio,Antares,2016,5,2
Maceio,Antares,2016,6,1
Maceio,Antares,2016,7,1
Maceio,Antares,2016,8,2
Maceio,Antares,2016,10,2
Maceio,Antares,2016,11,1
Maceio,Antares,2017,1,1
Maceio,Antares,2017,3,1
Maceio,Antares,2017,4,1
Maceio,Antares,2017,5,1
Maceio,Antares,2017,6,2
Maceio,Antares,2017,11,1
Maceio,Antares,2018,6,3
Maceio,Antares,2018,7,1
Maceio,Antares,2018,9,3
Maceio,Antares,2018,10,1
Maceio,Antares,2018,11,1
Maceio,Antares,2019,5,1
Maceio,Antares,2019,6,1
Maceio,Antares,2019,9,1
Maceio,Antares,2019,10,1
Maceio,Antares,2019,12,1
Maceio,Antares,2020,2,1
Maceio,Antares,2020,3,1
Maceio,Antares,2020,8,1
Maceio,Antares,2020,11,1
Maceio,Antares,2021,2,1
Maceio,Antares,2021,3,1
Maceio,Antares,2021,8,1
Maceio,Antares,2021,12,1
Maceio,Antares,2022,7,1
Maceio,Antares,2022,12,1
Maceio,Antares,2023,3,1
Maceio,Antares,2023,5,1
Maceio,Antares,2023,8,1
Maceio,Antares,2023,9,1
Maceio,Antares,2023,11,2
Maceio,Antares,2024,1,3
Maceio,Antares,2024,2,1
Maceio,Antares,2024,3,1
Maceio,Antares,2024,4,1
Maceio,Antares,2024,6,1
Maceio,Antares,2024,8,1
Maceio,Antares,2024,12,2
Maceio,Antares,2025,1,1
Maceio,Antares,2025,2,1
Maceio,Antares,2025,5,2
Maceio,Antares,2025,8,2
Maceio,Antares,2025,10,2
Maceio,Antares,2026,1,4
Maceio,Antares,2026,2,1
Maceio,Barro Duro,2012,2,1
Maceio,Barro Duro,2012,8,2
Maceio,Barro Duro,2012,12,1
Maceio,Barro Duro,2013,4,1
Maceio,Barro Duro,2013,6,2
Maceio,Barro Duro,2013,9,1
Maceio,Barro Duro,2013,10,2
Maceio,Barro Duro,2013,12,2
Maceio,Barro Duro,2014,1,3
Maceio,Barro Duro,2014,2,2
Maceio,Barro Duro,2014,3,3
Maceio,Barro Duro,2014,4,1
Maceio,Barro Duro,2014,7,1
Maceio,Barro Duro,2014,9,2
Maceio,Barro Duro,2014,12,1
Maceio,Barro Duro,2015,4,2
Maceio,Barro Duro,2015,5,1
Maceio,Barro Duro,2015,7,1
Maceio,Barro Duro,2015,9,1
Maceio,Barro Duro,2015,10,4
Maceio,Barro Duro,2016,2,1
Maceio,Barro Duro,2016,4,1
Maceio,Barro Duro,2016,7,1
Maceio,Barro Duro,2016,11,2
Maceio,Barro Duro,2017,4,1
Maceio,Barro Duro,2017,5,1
Maceio,Barro Duro,2017,8,1
Maceio,Barro Duro,2017,11,2
Maceio,Barro Duro,2017,12,1
Maceio,Barro Duro,2018,5,1
Maceio,Barro Duro,2018,8,1
Maceio,Barro Duro,2018,9,1
Maceio,Barro Duro,2019,4,1
Maceio,Barro Duro,2019,5,1
Maceio,Barro Duro,2020,8,1
Maceio,Barro Duro,2021,3,1
Maceio,Barro Duro,2021,5,1
Maceio,Barro Duro,2021,6,1
Maceio,Barro Duro,2021,7,1
Maceio,Barro Duro,2022,1,1
Maceio,Barro Duro,2022,7,2
Maceio,Barro Duro,2022,12,2
Maceio,Barro Duro,2023,5,1
Maceio,Barro Duro,2023,6,1
Maceio,Barro Duro,2023,9,1
Maceio,Barro Duro,2024,4,1
Maceio,Barro Duro,2024,9,2
Maceio,Barro Duro,2024,12,1
Maceio,Bebedouro,2012,2,2
Maceio,Bebedouro,2012,3,2
Maceio,Bebedouro,2012,4,1
Maceio,Bebedouro,2012,5,3
Maceio,Bebedouro,2012,6,1
Maceio,Bebedouro,2012,7,1
Maceio,Bebedouro,2013,1,3
Maceio,Bebedouro,2013,2,1
Maceio,Bebedouro,2013,3,1
Maceio,Bebedouro,2013,4,1
Maceio,Bebedouro,2013,6,3
Maceio,Bebedouro,2013,7,2
Maceio,Bebedouro,2013,8,1
Maceio,Bebedouro,2013,9,1
Maceio,Bebedouro,2013,11,2
Maceio,Bebedouro,2013,12,1
Maceio,Bebedouro,2014,1,2
Maceio,Bebedouro,2014,2,3
Maceio,Bebedouro,2014,4,1
Maceio,Bebedouro,2014,5,4
Maceio,Bebedouro,2014,9,1
Maceio,Bebedouro,2014,11,1
Maceio,Bebedouro,2014,12,2
Maceio,Bebedouro,2015,1,2
Maceio,Bebedouro,2015,2,1
Maceio,Bebedouro,2015,5,1
Maceio,Bebedouro,2015,8,1
Maceio,Bebedouro,2015,10,1
Maceio,Bebedouro,2015,12,2
Maceio,Bebedouro,2016,1,1
Maceio,Bebedouro,2016,6,1
Maceio,Bebedouro,2016,7,1
Maceio,Bebedouro,2016,8,3
Maceio,Bebedouro,2016,9,1
Maceio,Bebedouro,2016,10,1
Maceio,Bebedouro,2016,12,1
Maceio,Bebedouro,2017,1,2
Maceio,Bebedouro,2017,2,1
Maceio,Bebedouro,2017,4,2
Maceio,Bebedouro,2017,5,2
Maceio,Bebedouro,2017,10,2
Maceio,Bebedouro,2017,11,1
Maceio,Bebedouro,2017,12,1
Maceio,Bebedouro,2018,4,1
Maceio,Bebedouro,2018,7,1
Maceio,Bebedouro,2019,3,1
Maceio,Bebedouro,2019,9,2
Maceio,Bebedouro,2020,6,1
Maceio,Bebedouro,2020,8,1
Maceio,Bebedouro,2022,6,2
Maceio,Bebedouro,2023,3,1
Maceio,Bebedouro,2024,11,1
Maceio,Bebedouro,2025,2,2
Maceio,Bebedouro,2026,1,1
Maceio,Bebedouro,2026,3,1
Maceio,Bebedouro,2026,4,1
Maceio,Benedito Bentes,2012,1,9
Maceio,Benedito Bentes,2012,2,7
Maceio,Benedito Bentes,2012,3,7
Maceio,Benedito Bentes,2012,4,9
Maceio,Benedito Bentes,2012,5,5
Maceio,Benedito Bentes,2012,6,4
Maceio,Benedito Bentes,2012,7,3
Maceio,Benedito Bentes,2012,8,5
Maceio,Benedito Bentes,2012,9,4
Maceio,Benedito Bentes,2012,10,8
Maceio,Benedito Bentes,2012,11,3
Maceio,Benedito Bentes,2012,12,5
Maceio,Benedito Bentes,2013,1,3
Maceio,Benedito Bentes,2013,2,7
Maceio,Benedito Bentes,2013,3,13
Maceio,Benedito Bentes,2013,4,4
Maceio,Benedito Bentes,2013,5,8
Maceio,Benedito Bentes,2013,6,4
Maceio,Benedito Bentes,2013,7,2
Maceio,Benedito Bentes,2013,8,8
Maceio,Benedito Bentes,2013,9,6
Maceio,Benedito Bentes,2013,10,7
Maceio,Benedito Bentes,2013,11,5
Maceio,Benedito Bentes,2013,12,7
Maceio,Benedito Bentes,2014,1,5
Maceio,Benedito Bentes,2014,2,7
Maceio,Benedito Bentes,2014,3,8
Maceio,Benedito Bentes,2014,4,5
Maceio,Benedito Bentes,2014,5,7
Maceio,Benedito Bentes,2014,6,6
Maceio,Benedito Bentes,2014,7,1
Maceio,Benedito Bentes,2014,8,1
Maceio,Benedito Bentes,2014,9,10
Maceio,Benedito Bentes,2014,10,7
Maceio,Benedito Bentes,2014,11,4
Maceio,Benedito Bentes,2014,12,13
Maceio,Benedito Bentes,2015,1,8
Maceio,Benedito Bentes,2015,2,5
Maceio,Benedito Bentes,2015,3,7
Maceio,Benedito Bentes,2015,4,7
Maceio,Benedito Bentes,2015,5,6
Maceio,Benedito Bentes,2015,6,5
Maceio,Benedito Bentes,2015,7,3
Maceio,Benedito Bentes,2015,8,8
Maceio,Benedito Bentes,2015,9,2
Maceio,Benedito Bentes,2015,10,8
Maceio,Benedito Bentes,2015,11,4
Maceio,Benedito Bentes,2015,12,10
Maceio,Benedito Bentes,2016,1,8
Maceio,Benedito Bentes,2016,2,3
Maceio,Benedito Bentes,2016,3,3
Maceio,Benedito Bentes,2016,4,3
Maceio,Benedito Bentes,2016,5,6
Maceio,Benedito Bentes,2016,6,2
Maceio,Benedito Bentes,2016,7,5
Maceio,Benedito Bentes,2016,8,4
Maceio,Benedito Bentes,2016,9,3
Maceio,Benedito Bentes,2016,10,1
Maceio,Benedito Bentes,2016,11,4
Maceio,Benedito Bentes,2016,12,8
Maceio,Benedito Bentes,2017,1,8
Maceio,Benedito Bentes,2017,2,3
Maceio,Benedito Bentes,2017,3,4
Maceio,Benedito Bentes,2017,4,11
Maceio,Benedito Bentes,2017,5,1
Maceio,Benedito Bentes,2017,6,3
Maceio,Benedito Bentes,2017,7,5
Maceio,Benedito Bentes,2017,8,13
Maceio,Benedito Bentes,2017,9,6
Maceio,Benedito Bentes,2017,10,5
Maceio,Benedito Bentes,2017,11,5
Maceio,Benedito Bentes,2017,12,7
Maceio,Benedito Bentes,2018,1,8
Maceio,Benedito Bentes,2018,2,6
Maceio,Benedito Bentes,2018,3,6
Maceio,Benedito Bentes,2018,4,3
Maceio,Benedito Bentes,2018,5,6
Maceio,Benedito Bentes,2018,6,2
Maceio,Benedito Bentes,2018,7,4
Maceio,Benedito Bentes,2018,8,4
Maceio,Benedito Bentes,2018,9,4
Maceio,Benedito Bentes,2018,10,5
Maceio,Benedito Bentes,2018,11,4
Maceio,Benedito Bentes,2018,12,6
Maceio,Benedito Bentes,2019,1,1
Maceio,Benedito Bentes,2019,2,3
Maceio,Benedito Bentes,2019,3,6
Maceio,Benedito Bentes,2019,4,2
Maceio,Benedito Bentes,2019,5,4
Maceio,Benedito Bentes,2019,6,2
Maceio,Benedito Bentes,2019,7,2
Maceio,Benedito Bentes,2019,8,1
Maceio,Benedito Bentes,2019,9,5
Maceio,Benedito Bentes,2019,10,1
Maceio,Benedito Bentes,2019,11,2
Maceio,Benedito Bentes,2019,12,3
Maceio,Benedito Bentes,2020,1,1
Maceio,Benedito Bentes,2020,2,5
Maceio,Benedito Bentes,2020,3,3
Maceio,Benedito Bentes,2020,4,5
Maceio,Benedito Bentes,2020,5,1
Maceio,Benedito Bentes,2020,6,3
Maceio,Benedito Bentes,2020,7,3
Maceio,Benedito Bentes,2020,8,8
Maceio,Benedito Bentes,2020,9,6
Maceio,Benedito Bentes,2020,10,6
Maceio,Benedito Bentes,2020,11,11
Maceio,Benedito Bentes,2020,12,3
Maceio,Benedito Bentes,2021,1,4
Maceio,Benedito Bentes,2021,2,1
Maceio,Benedito Bentes,2021,3,1
Maceio,Benedito Bentes,2021,4,5
Maceio,Benedito Bentes,2021,5,4
Maceio,Benedito Bentes,2021,6,3
Maceio,Benedito Bentes,2021,7,3
Maceio,Benedito Bentes,2021,8,3
Maceio,Benedito Bentes,2021,9,11
Maceio,Benedito Bentes,2021,10,1
Maceio,Benedito Bentes,2021,11,5
Maceio,Benedito Bentes,2021,12,6
Maceio,Benedito Bentes,2022,1,5
Maceio,Benedito Bentes,2022,2,7
Maceio,Benedito Bentes,2022,3,8
Maceio,Benedito Bentes,2022,4,8
Maceio,Benedito Bentes,2022,5,6
Maceio,Benedito Bentes,2022,6,1
Maceio,Benedito Bentes,2022,7,6
Maceio,Benedito Bentes,2022,8,5
Maceio,Benedito Bentes,2022,9,3
Maceio,Benedito Bentes,2022,10,5
Maceio,Benedito Bentes,2022,11,2
Maceio,Benedito Bentes,2022,12,6
Maceio,Benedito Bentes,2023,1,2
Maceio,Benedito Bentes,2023,2,8
Maceio,Benedito Bentes,2023,3,2
Maceio,Benedito Bentes,2023,4,5
Maceio,Benedito Bentes,2023,5,12
Maceio,Benedito Bentes,2023,6,7
Maceio,Benedito Bentes,2023,7,5
Maceio,Benedito Bentes,2023,8,4
Maceio,Benedito Bentes,2023,9,4
Maceio,Benedito Bentes,2023,10,5
Maceio,Benedito Bentes,2023,11,5
Maceio,Benedito Bentes,2023,12,4
Maceio,Benedito Bentes,2024,1,2
Maceio,Benedito Bentes,2024,2,4
Maceio,Benedito Bentes,2024,3,4
Maceio,Benedito Bentes,2024,4,3
Maceio,Benedito Bentes,2024,6,2
Maceio,Benedito Bentes,2024,7,5
Maceio,Benedito Bentes,2024,8,2
Maceio,Benedito Bentes,2024,9,6
Maceio,Benedito Bentes,2024,10,3
Maceio,Benedito Bentes,2024,11,3
Maceio,Benedito Bentes,2024,12,4
Maceio,Benedito Bentes,2025,1,6
Maceio,Benedito Bentes,2025,2,4
Maceio,Benedito Bentes,2025,3,3
Maceio,Benedito Bentes,2025,4,5
Maceio,Benedito Bentes,2025,5,4
Maceio,Benedito Bentes,2025,6,4
Maceio,Benedito Bentes,2025,7,3
Maceio,Benedito Bentes,2025,8,2
Maceio,Benedito Bentes,2025,9,4
Maceio,Benedito Bentes,2025,10,1
Maceio,Benedito Bentes,2025,11,6
Maceio,Benedito Bentes,2025,12,1
Maceio,Benedito Bentes,2026,1,6
Maceio,Benedito Bentes,2026,2,6
Maceio,Benedito Bentes,2026,4,10
Maceio,Bom Parto,2012,1,3
Maceio,Bom Parto,2012,2,1
Maceio,Bom Parto,2012,9,1
Maceio,Bom Parto,2012,10,1
Maceio,Bom Parto,2012,12,2
Maceio,Bom Parto,2013,1,2
Maceio,Bom Parto,2013,4,1
Maceio,Bom Parto,2013,7,1
Maceio,Bom Parto,2013,8,1
Maceio,Bom Parto,2013,12,1
Maceio,Bom Parto,2014,1,1
Maceio,Bom Parto,2014,2,3
Maceio,Bom Parto,2014,3,1
Maceio,Bom Parto,2014,4,1
Maceio,Bom Parto,2014,5,2
Maceio,Bom Parto,2014,6,2
Maceio,Bom Parto,2014,10,1
Maceio,Bom Parto,2014,11,1
Maceio,Bom Parto,2014,12,1
Maceio,Bom Parto,2015,1,2
Maceio,Bom Parto,2015,5,1
Maceio,Bom Parto,2015,9,1
Maceio,Bom Parto,2016,8,5
Maceio,Bom Parto,2016,11,1
Maceio,Bom Parto,2017,2,1
Maceio,Bom Parto,2017,3,2
Maceio,Bom Parto,2017,4,1
Maceio,Bom Parto,2017,6,2
Maceio,Bom Parto,2017,7,1
Maceio,Bom Parto,2017,11,1
Maceio,Bom Parto,2018,7,1
Maceio,Bom Parto,2018,10,1
Maceio,Bom Parto,2019,12,1
Maceio,Bom Parto,2020,3,1
Maceio,Bom Parto,2020,8,2
Maceio,Bom Parto,2020,11,1
Maceio,Bom Parto,2021,1,1
Maceio,Bom Parto,2022,3,1
Maceio,Bom Parto,2022,6,1
Maceio,Bom Parto,2022,7,1
Maceio,Bom Parto,2023,8,1
Maceio,Bom Parto,2023,10,1
Maceio,Bom Parto,2024,1,1
Maceio,Bom Parto,2024,2,1
Maceio,Bom Parto,2024,4,1
Maceio,Canaã,2012,1,1
Maceio,Canaã,2012,6,2
Maceio,Canaã,2012,7,1
Maceio,Canaã,2012,9,1
Maceio,Canaã,2012,10,1
Maceio,Canaã,2012,11,2
Maceio,Canaã,2013,3,2
Maceio,Canaã,2013,4,1
Maceio,Canaã,2013,6,1
Maceio,Canaã,2014,3,1
Maceio,Canaã,2014,5,2
Maceio,Canaã,2014,11,1
Maceio,Canaã,2015,9,1
Maceio,Canaã,2016,3,1
Maceio,Canaã,2016,8,2
Maceio,Canaã,2017,1,1
Maceio,Canaã,2017,3,1
Maceio,Canaã,2018,1,2
Maceio,Canaã,2018,6,1
Maceio,Canaã,2018,7,1
Maceio,Canaã,2018,10,1
Maceio,Canaã,2020,2,2
Maceio,Canaã,2020,9,1
Maceio,Canaã,2022,11,1
Maceio,Canaã,2024,3,1
Maceio,Canaã,2024,12,1
Maceio,Canaã,2025,7,2
Maceio,Canaã,2026,1,1
Maceio,Canaã,2026,2,1
Maceio,Centro,2012,2,1
Maceio,Centro,2012,3,1
Maceio,Centro,2012,4,2
Maceio,Centro,2012,5,2
Maceio,Centro,2012,8,1
Maceio,Centro,2012,10,1
Maceio,Centro,2013,2,2
Maceio,Centro,2013,7,1
Maceio,Centro,2013,8,1
Maceio,Centro,2013,9,1
Maceio,Centro,2013,12,4
Maceio,Centro,2014,1,1
Maceio,Centro,2014,2,3
Maceio,Centro,2014,4,1
Maceio,Centro,2014,5,3
Maceio,Centro,2014,7,1
Maceio,Centro,2014,8,1
Maceio,Centro,2014,9,1
Maceio,Centro,2014,10,1
Maceio,Centro,2015,2,1
Maceio,Centro,2015,6,2
Maceio,Centro,2015,7,1
Maceio,Centro,2015,11,1
Maceio,Centro,2016,5,1
Maceio,Centro,2016,10,1
Maceio,Centro,2016,11,1
Maceio,Centro,2017,2,2
Maceio,Centro,2017,3,1
Maceio,Centro,2017,4,2
Maceio,Centro,2017,7,2
Maceio,Centro,2017,12,3
Maceio,Centro,2018,4,1
Maceio,Centro,2018,7,1
Maceio,Centro,2018,10,4
Maceio,Centro,2018,11,1
Maceio,Centro,2019,3,1
Maceio,Centro,2019,7,1
Maceio,Centro,2019,9,2
Maceio,Centro,2019,11,1
Maceio,Centro,2020,1,2
Maceio,Centro,2020,2,1
Maceio,Centro,2020,5,1
Maceio,Centro,2021,3,1
Maceio,Centro,2021,7,1
Maceio,Centro,2021,8,1
Maceio,Centro,2021,9,1
Maceio,Centro,2021,10,4
Maceio,Centro,2022,4,1
Maceio,Centro,2022,7,3
Maceio,Centro,2022,8,1
Maceio,Centro,2022,10,1
Maceio,Centro,2022,11,2
Maceio,Centro,2023,4,1
Maceio,Centro,2023,5,1
Maceio,Centro,2023,7,1
Maceio,Centro,2023,9,4
Maceio,Centro,2023,10,2
Maceio,Centro,2024,2,1
Maceio,Centro,2024,3,1
Maceio,Centro,2024,4,1
Maceio,Centro,2025,4,1
Maceio,Centro,2025,6,1
Maceio,Centro,2025,7,2
Maceio,Centro,2025,12,1
Maceio,Chã da Jaqueira,2012,1,1
Maceio,Chã da Jaqueira,2012,3,1
Maceio,Chã da Jaqueira,2012,5,3
Maceio,Chã da Jaqueira,2012,7,1
Maceio,Chã da Jaqueira,2012,8,5
Maceio,Chã da Jaqueira,2012,9,3
Maceio,Chã da Jaqueira,2012,10,3
Maceio,Chã da Jaqueira,2012,11,2
Maceio,Chã da Jaqueira,2012,12,4
Maceio,Chã da Jaqueira,2013,1,4
Maceio,Chã da Jaqueira,2013,2,2
Maceio,Chã da Jaqueira,2013,3,2
Maceio,Chã da Jaqueira,2013,4,5
Maceio,Chã da Jaqueira,2013,5,2
Maceio,Chã da Jaqueira,2013,6,4
Maceio,Chã da Jaqueira,2013,7,5
Maceio,Chã da Jaqueira,2013,8,3
Maceio,Chã da Jaqueira,2013,11,3
Maceio,Chã da Jaqueira,2014,1,1
Maceio,Chã da Jaqueira,2014,3,1
Maceio,Chã da Jaqueira,2014,5,2
Maceio,Chã da Jaqueira,2014,7,2
Maceio,Chã da Jaqueira,2014,8,1
Maceio,Chã da Jaqueira,2014,10,1
Maceio,Chã da Jaqueira,2014,11,2
Maceio,Chã da Jaqueira,2014,12,1
Maceio,Chã da Jaqueira,2015,1,2
Maceio,Chã da Jaqueira,2015,3,1
Maceio,Chã da Jaqueira,2015,4,1
Maceio,Chã da Jaqueira,2015,7,2
Maceio,Chã da Jaqueira,2015,8,2
Maceio,Chã da Jaqueira,2015,9,2
Maceio,Chã da Jaqueira,2015,12,1
Maceio,Chã da Jaqueira,2016,5,1
Maceio,Chã da Jaqueira,2016,9,1
Maceio,Chã da Jaqueira,2016,11,3
Maceio,Chã da Jaqueira,2017,2,2
Maceio,Chã da Jaqueira,2017,3,1
Maceio,Chã da Jaqueira,2017,4,1
Maceio,Chã da Jaqueira,2017,6,1
Maceio,Chã da Jaqueira,2017,7,1
Maceio,Chã da Jaqueira,2017,8,1
Maceio,Chã da Jaqueira,2017,9,1
Maceio,Chã da Jaqueira,2017,10,1
Maceio,Chã da Jaqueira,2017,11,1
Maceio,Chã da Jaqueira,2018,3,1
Maceio,Chã da Jaqueira,2018,4,2
Maceio,Chã da Jaqueira,2018,5,1
Maceio,Chã da Jaqueira,2018,6,2
Maceio,Chã da Jaqueira,2018,8,2
Maceio,Chã da Jaqueira,2018,10,2
Maceio,Chã da Jaqueira,2018,11,1
Maceio,Chã da Jaqueira,2019,1,4
Maceio,Chã da Jaqueira,2019,2,1
Maceio,Chã da Jaqueira,2019,3,2
Maceio,Chã da Jaqueira,2019,5,1
Maceio,Chã da Jaqueira,2019,7,1
Maceio,Chã da Jaqueira,2019,8,1
Maceio,Chã da Jaqueira,2019,9,1
Maceio,Chã da Jaqueira,2019,11,2
Maceio,Chã da Jaqueira,2019,12,2
Maceio,Chã da Jaqueira,2020,1,1
Maceio,Chã da Jaqueira,2020,2,3
Maceio,Chã da Jaqueira,2020,4,1
Maceio,Chã da Jaqueira,2020,9,3
Maceio,Chã da Jaqueira,2020,10,1
Maceio,Chã da Jaqueira,2020,11,1
Maceio,Chã da Jaqueira,2020,12,1
Maceio,Chã da Jaqueira,2021,1,2
Maceio,Chã da Jaqueira,2021,2,2
Maceio,Chã da Jaqueira,2022,1,2
Maceio,Chã da Jaqueira,2022,3,1
Maceio,Chã da Jaqueira,2022,6,1
Maceio,Chã da Jaqueira,2022,10,2
Maceio,Chã da Jaqueira,2023,6,1
Maceio,Chã da Jaqueira,2023,7,1
Maceio,Chã da Jaqueira,2023,9,1
Maceio,Chã da Jaqueira,2023,10,1
Maceio,Chã da Jaqueira,2024,2,1
Maceio,Chã da Jaqueira,2024,5,1
Maceio,Chã da Jaqueira,2024,6,1
Maceio,Chã da Jaqueira,2024,10,1
Maceio,Chã da Jaqueira,2025,2,1
Maceio,Chã da Jaqueira,2025,3,2
Maceio,Chã da Jaqueira,2025,4,1
Maceio,Chã da Jaqueira,2025,5,1
Maceio,Chã da Jaqueira,2025,6,1
Maceio,Chã da Jaqueira,2025,7,1
Maceio,Chã da Jaqueira,2025,9,2
Maceio,Chã da Jaqueira,2025,12,2
Maceio,Chã de Bebedouro,2012,2,1
Maceio,Chã de Bebedouro,2012,3,1
Maceio,Chã de Bebedouro,2012,4,1
Maceio,Chã de Bebedouro,2012,9,2
Maceio,Chã de Bebedouro,2013,6,1
Maceio,Chã de Bebedouro,2013,9,1
Maceio,Chã de Bebedouro,2013,10,2
Maceio,Chã de Bebedouro,2013,11,1
Maceio,Chã de Bebedouro,2013,12,1
Maceio,Chã de Bebedouro,2014,1,1
Maceio,Chã de Bebedouro,2014,2,1
Maceio,Chã de Bebedouro,2014,4,1
Maceio,Chã de Bebedouro,2014,6,1
Maceio,Chã de Bebedouro,2014,8,3
Maceio,Chã de Bebedouro,2014,11,2
Maceio,Chã de Bebedouro,2014,12,1
Maceio,Chã de Bebedouro,2015,3,1
Maceio,Chã de Bebedouro,2015,4,1
Maceio,Chã de Bebedouro,2015,6,2
Maceio,Chã de Bebedouro,2015,7,1
Maceio,Chã de Bebedouro,2016,1,1
Maceio,Chã de Bebedouro,2016,2,1
Maceio,Chã de Bebedouro,2016,5,1
Maceio,Chã de Bebedouro,2016,7,1
Maceio,Chã de Bebedouro,2016,9,1
Maceio,Chã de Bebedouro,2016,12,1
Maceio,Chã de Bebedouro,2017,2,1
Maceio,Chã de Bebedouro,2017,3,1
Maceio,Chã de Bebedouro,2017,7,1
Maceio,Chã de Bebedouro,2017,8,2
Maceio,Chã de Bebedouro,2017,11,2
Maceio,Chã de Bebedouro,2018,1,2
Maceio,Chã de Bebedouro,2018,3,1
Maceio,Chã de Bebedouro,2018,7,1
Maceio,Chã de Bebedouro,2018,9,1
Maceio,Chã de Bebedouro,2018,11,1
Maceio,Chã de Bebedouro,2019,8,1
Maceio,Chã de Bebedouro,2019,12,1
Maceio,Chã de Bebedouro,2020,1,1
Maceio,Chã de Bebedouro,2020,2,3
Maceio,Chã de Bebedouro,2020,4,4
Maceio,Chã de Bebedouro,2020,7,1
Maceio,Chã de Bebedouro,2020,10,1
Maceio,Chã de Bebedouro,2020,12,2
Maceio,Chã de Bebedouro,2021,1,1
Maceio,Chã de Bebedouro,2021,7,1
Maceio,Chã de Bebedouro,2021,11,1
Maceio,Chã de Bebedouro,2022,7,1
Maceio,Chã de Bebedouro,2022,8,1
Maceio,Chã de Bebedouro,2023,7,1
Maceio,Chã de Bebedouro,2023,10,1
Maceio,Chã de Bebedouro,2024,11,1
Maceio,Chã de Bebedouro,2025,1,1
Maceio,Chã de Bebedouro,2025,2,1
Maceio,Chã de Bebedouro,2025,3,2
Maceio,Chã de Bebedouro,2025,6,1
Maceio,Chã de Bebedouro,2025,8,1
Maceio,Chã de Bebedouro,2025,9,1
Maceio,Chã de Bebedouro,2025,10,1
Maceio,Chã de Bebedouro,2025,11,1
Maceio,Chã de Bebedouro,2025,12,1
Maceio,Cidade Universitária,2012,1,8
Maceio,Cidade Universitária,2012,2,10
Maceio,Cidade Universitária,2012,3,5
Maceio,Cidade Universitária,2012,4,10
Maceio,Cidade Universitária,2012,5,6
Maceio,Cidade Universitária,2012,6,8
Maceio,Cidade Universitária,2012,7,6
Maceio,Cidade Universitária,2012,8,4
Maceio,Cidade Universitária,2012,9,7
Maceio,Cidade Universitária,2012,10,4
Maceio,Cidade Universitária,2012,11,6
Maceio,Cidade Universitária,2012,12,9
Maceio,Cidade Universitária,2013,1,15
Maceio,Cidade Universitária,2013,2,6
Maceio,Cidade Universitária,2013,3,11
Maceio,Cidade Universitária,2013,4,6
Maceio,Cidade Universitária,2013,5,8
Maceio,Cidade Universitária,2013,6,4
Maceio,Cidade Universitária,2013,7,5
Maceio,Cidade Universitária,2013,8,3
Maceio,Cidade Universitária,2013,9,7
Maceio,Cidade Universitária,2013,10,1
Maceio,Cidade Universitária,2013,11,5
Maceio,Cidade Universitária,2013,12,6
Maceio,Cidade Universitária,2014,1,7
Maceio,Cidade Universitária,2014,2,2
Maceio,Cidade Universitária,2014,3,2
Maceio,Cidade Universitária,2014,4,8
Maceio,Cidade Universitária,2014,5,9
Maceio,Cidade Universitária,2014,6,5
Maceio,Cidade Universitária,2014,7,6
Maceio,Cidade Universitária,2014,8,2
Maceio,Cidade Universitária,2014,9,4
Maceio,Cidade Universitária,2014,10,4
Maceio,Cidade Universitária,2014,11,5
Maceio,Cidade Universitária,2014,12,5
Maceio,Cidade Universitária,2015,1,10
Maceio,Cidade Universitária,2015,2,5
Maceio,Cidade Universitária,2015,3,7
Maceio,Cidade Universitária,2015,4,4
Maceio,Cidade Universitária,2015,5,4
Maceio,Cidade Universitária,2015,6,6
Maceio,Cidade Universitária,2015,7,8
Maceio,Cidade Universitária,2015,8,1
Maceio,Cidade Universitária,2015,9,3
Maceio,Cidade Universitária,2015,10,2
Maceio,Cidade Universitária,2015,11,6
Maceio,Cidade Universitária,2015,12,8
Maceio,Cidade Universitária,2016,1,2
Maceio,Cidade Universitária,2016,2,5
Maceio,Cidade Universitária,2016,3,5
Maceio,Cidade Universitária,2016,4,5
Maceio,Cidade Universitária,2016,5,5
Maceio,Cidade Universitária,2016,6,3
Maceio,Cidade Universitária,2016,7,6
Maceio,Cidade Universitária,2016,8,4
Maceio,Cidade Universitária,2016,9,3
Maceio,Cidade Universitária,2016,10,3
Maceio,Cidade Universitária,2016,11,4
Maceio,Cidade Universitária,2016,12,7
Maceio,Cidade Universitária,2017,1,9
Maceio,Cidade Universitária,2017,2,4
Maceio,Cidade Universitária,2017,3,5
Maceio,Cidade Universitária,2017,4,3
Maceio,Cidade Universitária,2017,5,1
Maceio,Cidade Universitária,2017,6,9
Maceio,Cidade Universitária,2017,8,5
Maceio,Cidade Universitária,2017,9,2
Maceio,Cidade Universitária,2017,10,10
Maceio,Cidade Universitária,2017,11,8
Maceio,Cidade Universitária,2017,12,3
Maceio,Cidade Universitária,2018,1,9
Maceio,Cidade Universitária,2018,2,3
Maceio,Cidade Universitária,2018,3,3
