cidade_norm,ano,semestre,count
Porto Calvo,2023,S1,4
Porto Calvo,2023,S2,4
Porto Calvo,2024,S1,7
Porto Calvo,2024,S2,1
Porto Calvo,2025,S1,4
Porto Calvo,2025,S2,2
Porto Calvo,2026,S1,2
Porto Real do Colégio,2012,S1,1
Porto Real do Colégio,2012,S2,4
Porto Real do Colégio,2013,S1,6
Porto Real do Colégio,2013,S2,5
Porto Real do Colégio,2014,S1,4
Porto Real do Colégio,2014,S2,1
Porto Real do Colégio,2015,S1,4
Porto Real do Colégio,2015,S2,3
Porto Real do Colégio,2016,S1,5
Porto Real do Colégio,2016,S2,2
Porto Real do Colégio,2017,S1,6
Porto Real do Colégio,2017,S2,8
Porto Real do Colégio,2018,S1,3
Porto Real do Colégio,2018,S2,4
Porto Real do Colégio,2019,S1,4
Porto Real do Colégio,2020,S1,2
Porto Real do Colégio,2020,S2,1
Porto Real do Colégio,2021,S1,4
Porto Real do Colégio,2021,S2,3
Porto Real do Colégio,2022,S1,2
Porto Real do Colégio,2022,S2,3
Porto Real do Colégio,2023,S1,2
Porto Real do Colégio,2023,S2,2
Porto Real do Colégio,2024,S1,2
Porto Real do Colégio,2024,S2,2
Porto Real do Colégio,2025,S1,7
Porto Real do Colégio,2025,S2,2
Porto Real do Colégio,2026,S1,1
Porto de Pedras,2012,S1,1
Porto de Pedras,2013,S1,2
Porto de Pedras,2013,S2,2
Porto de Pedras,2014,S1,3
Porto de Pedras,2014,S2,2
Porto de Pedras,2015,S1,2
Porto de Pedras,2016,S1,1
Porto de Pedras,2017,S1,2
Porto de Pedras,2017,S2,1
Porto de Pedras,2018,S1,1
Porto de Pedras,2019,S2,1
Porto de Pedras,2020,S1,2
Porto de Pedras,2020,S2,1
Porto de Pedras,2021,S2,1
Porto de Pedras,2022,S1,5
Porto de Pedras,2022,S2,2
Porto de Pedras,2023,S1,5
Porto de Pedras,2023,S2,8
Porto de Pedras,2024,S1,5
Porto de Pedras,2024,S2,5
Porto de Pedras,2025,S1,2
Porto de Pedras,2025,S2,5
Porto de Pedras,2026,S1,2
Poço das Trincheiras,2012,S1,1
Poço das Trincheiras,2012,S2,1
Poço das Trincheiras,2013,S2,1
Poço das Trincheiras,2014,S1,2
Poço das Trincheiras,2014,S2,1
Poço das Trincheiras,2015,S1,1
Poço das Trincheiras,2015,S2,1
Poço das Trincheiras,2016,S1,3
Poço das Trincheiras,2016,S2,2
Poço das Trincheiras,2017,S2,1
Poço das Trincheiras,2018,S1,1
Poço das Trincheiras,2019,S1,2
Poço das Trincheiras,2019,S2,1
Poço das Trincheiras,2020,S1,2
Poço das Trincheiras,2020,S2,1
Poço das Trincheiras,2021,S2,2
Poço das Trincheiras,2022,S1,2
Poço das Trincheiras,2022,S2,2
Poço das Trincheiras,2023,S1,2
Poço das Trincheiras,2023,S2,2
Poço das Trincheiras,2024,S2,1
Pão de Açúcar,2012,S1,2
Pão de Açúcar,2012,S2,2
Pão de Açúcar,2013,S1,2
Pão de Açúcar,2013,S2,6
Pão de Açúcar,2014,S1,3
Pão de Açúcar,2014,S2,3
Pão de Açúcar,2015,S1,4
Pão de Açúcar,2015,S2,5
Pão de Açúcar,2016,S1,5
Pão de Açúcar,2016,S2,7
Pão de Açúcar,2017,S1,8
Pão de Açúcar,2017,S2,1
Pão de Açúcar,2018,S2,6
Pão de Açúcar,2019,S1,4
Pão de Açúcar,2019,S2,1
Pão de Açúcar,2020,S2,2
Pão de Açúcar,2021,S1,2
Pão de Açúcar,2021,S2,1
Pão de Açúcar,2022,S1,3
Pão de Açúcar,2024,S1,2
Pão de Açúcar,2024,S2,2
Pão de Açúcar,2025,S1,1
Pão de Açúcar,2025,S2,1
Quebrangulo,2012,S1,3
Quebrangulo,2012,S2,1
Quebrangulo,2013,S1,3
Quebrangulo,2013,S2,2
Quebrangulo,2014,S1,2
Quebrangulo,2015,S1,3
Quebrangulo,2016,S1,3
Quebrangulo,2016,S2,2
Quebrangulo,2017,S1,1
Quebrangulo,2017,S2,3
Quebrangulo,2018,S2,1
Quebrangulo,2019,S1,1
Quebrangulo,2021,S1,1
Quebrangulo,2021,S2,1
Quebrangulo,2022,S1,1
Quebrangulo,2022,S2,2
Quebrangulo,2023,S1,6
Quebrangulo,2023,S2,3
Quebrangulo,2024,S1,2
Quebrangulo,2026,S1,1
Rio Largo,2012,S1,55
Rio Largo,2012,S2,44
Rio Largo,2013,S1,35
Rio Largo,2013,S2,42
Rio Largo,2014,S1,39
Rio Largo,2014,S2,43
Rio Largo,2015,S1,27
Rio Largo,2015,S2,25
Rio Largo,2016,S1,35
Rio Largo,2016,S2,34
Rio Largo,2017,S1,25
Rio Largo,2017,S2,33
Rio Largo,2018,S1,48
Rio Largo,2018,S2,28
Rio Largo,2019,S1,19
Rio Largo,2019,S2,17
Rio Largo,2020,S1,22
Rio Largo,2020,S2,19
Rio Largo,2021,S1,18
Rio Largo,2021,S2,13
Rio Largo,2022,S1,21
Rio Largo,2022,S2,19
Rio Largo,2023,S1,26
Rio Largo,2023,S2,38
Rio Largo,2024,S1,26
Rio Largo,2024,S2,34
Rio Largo,2025,S1,36
Rio Largo,2025,S2,16
Rio Largo,2026,S1,8
Roteiro,2012,S1,2
Roteiro,2013,S1,2
Roteiro,2013,S2,3
Roteiro,2014,S1,4
Roteiro,2014,S2,3
Roteiro,2015,S1,2
Roteiro,2015,S2,1
Roteiro,2016,S1,1
Roteiro,2016,S2,4
Roteiro,2017,S1,7
Roteiro,2017,S2,5
Roteiro,2018,S1,6
Roteiro,2018,S2,4
Roteiro,2019,S1,3
Roteiro,2019,S2,1
Roteiro,2020,S1,5
Roteiro,2021,S1,3
Roteiro,2021,S2,1
Roteiro,2023,S1,2
Roteiro,2023,S2,1
Roteiro,2024,S1,2
Roteiro,2025,S1,3
Roteiro,2025,S2,1
Roteiro,2026,S1,1
Santa Luzia do Norte,2012,S2,2
Santa Luzia do Norte,2013,S1,2
Santa Luzia do Norte,2013,S2,6
Santa Luzia do Norte,2014,S1,3
Santa Luzia do Norte,2014,S2,2
Santa Luzia do Norte,2015,S1,1
Santa Luzia do Norte,2015,S2,3
Santa Luzia do Norte,2016,S1,3
Santa Luzia do Norte,2016,S2,3
Santa Luzia do Norte,2017,S2,3
Santa Luzia do Norte,2018,S1,3
Santa Luzia do Norte,2018,S2,3
Santa Luzia do Norte,2019,S1,3
Santa Luzia do Norte,2019,S2,3
Santa Luzia do Norte,2020,S1,2
Santa Luzia do Norte,2021,S1,2
Santa Luzia do Norte,2022,S2,2
Santa Luzia do Norte,2023,S1,1
Santa Luzia do Norte,2023,S2,2
Santa Luzia do Norte,2024,S1,1
Santa Luzia do Norte,2024,S2,1
Santa Luzia do Norte,2025,S2,1
Santana do Ipanema,2012,S1,14
Santana do Ipanema,2012,S2,19
Santana do Ipanema,2013,S1,16
Santana do Ipanema,2013,S2,14
Santana do Ipanema,2014,S1,15
Santana do Ipanema,2014,S2,20
Santana do Ipanema,2015,S1,13
Santana do Ipanema,2015,S2,10
Santana do Ipanema,2016,S1,13
Santana do Ipanema,2016,S2,9
Santana do Ipanema,2017,S1,7
Santana do Ipanema,2017,S2,9
Santana do Ipanema,2018,S1,4
Santana do Ipanema,2018,S2,6
Santana do Ipanema,2019,S1,7
Santana do Ipanema,2019,S2,4
Santana do Ipanema,2020,S1,4
Santana do Ipanema,2020,S2,5
Santana do Ipanema,2021,S1,5
Santana do Ipanema,2021,S2,9
Santana do Ipanema,2022,S1,11
Santana do Ipanema,2022,S2,6
Santana do Ipanema,2023,S1,4
Santana do Ipanema,2023,S2,11
Santana do Ipanema,2024,S1,4
Santana do Ipanema,2024,S2,5
Santana do Ipanema,2025,S1,6
Santana do Ipanema,2025,S2,5
Santana do Ipanema,2026,S1,1
Santana do Mundaú,2012,S1,4
Santana do Mundaú,2012,S2,1
Santana do Mundaú,2013,S1,1
Santana do Mundaú,2013,S2,4
Santana do Mundaú,2014,S1,2
Santana do Mundaú,2014,S2,5
Santana do Mundaú,2015,S1,6
Santana do Mundaú,2015,S2,3
Santana do Mundaú,2016,S1,5
Santana do Mundaú,2016,S2,9
Santana do Mundaú,2017,S1,3
Santana do Mundaú,2017,S2,4
Santana do Mundaú,2018,S1,2
Santana do Mundaú,2018,S2,2
Santana do Mundaú,2019,S1,1
Santana do Mundaú,2019,S2,1
Santana do Mundaú,2020,S2,1
Santana do Mundaú,2021,S1,1
Santana do Mundaú,2021,S2,2
Santana do Mundaú,2022,S1,1
Santana do Mundaú,2022,S2,1
Santana do Mundaú,2023,S1,3
Santana do Mundaú,2023,S2,3
Santana do Mundaú,2024,S1,1
Santana do Mundaú,2026,S1,1
Satuba,2012,S1,12
Satuba,2012,S2,12
Satuba,2013,S1,14
Satuba,2013,S2,14
Satuba,2014,S1,7
Satuba,2014,S2,5
Satuba,2015,S1,1
Satuba,2015,S2,1
Satuba,2016,S1,4
Satuba,2016,S2,4
Satuba,2017,S1,4
Satuba,2017,S2,4
Satuba,2018,S1,1
Satuba,2018,S2,4
Satuba,2019,S1,5
Satuba,2019,S2,1
Satuba,2020,S1,4
Satuba,2021,S1,4
Satuba,2021,S2,4
Satuba,2022,S1,4
Satuba,2023,S1,9
Satuba,2023,S2,1
Satuba,2024,S1,1
Satuba,2024,S2,3
Satuba,2025,S1,1
Satuba,2025,S2,1
Satuba,2026,S1,3
Senador Rui Palmeira,2012,S1,3
Senador Rui Palmeira,2012,S2,1
Senador Rui Palmeira,2013,S1,1
Senador Rui Palmeira,2013,S2,1
Senador Rui Palmeira,2014,S1,1
Senador Rui Palmeira,2014,S2,3
Senador Rui Palmeira,2015,S1,1
Senador Rui Palmeira,2015,S2,2
Senador Rui Palmeira,2016,S2,2
Senador Rui Palmeira,2017,S2,2
Senador Rui Palmeira,2018,S1,2
Senador Rui Palmeira,2018,S2,4
Senador Rui Palmeira,2019,S1,1
Senador Rui Palmeira,2019,S2,2
Senador Rui Palmeira,2020,S1,4
Senador Rui Palmeira,2020,S2,1
Senador Rui Palmeira,2021,S1,1
Senador Rui Palmeira,2021,S2,3
Senador Rui Palmeira,2022,S1,2
Senador Rui Palmeira,2022,S2,3
Senador Rui Palmeira,2023,S1,1
Senador Rui Palmeira,2024,S1,1
Senador Rui Palmeira,2025,S2,5
Senador Rui Palmeira,2026,S1,2
São Brás,2012,S1,1
São Brás,2012,S2,1
São Brás,2013,S1,1
São Brás,2014,S1,1
São Brás,2014,S2,1
São Brás,2015,S1,1
São Brás,2015,S2,1
São Brás,2016,S1,2
São Brás,2017,S1,1
São Brás,2017,S2,1
São Brás,2018,S2,1
São Brás,2019,S1,2
São Brás,2019,S2,1
São Brás,2021,S1,1
São Brás,2022,S1,1
São Brás,2023,S1,2
São Brás,2023,S2,1
São Brás,2025,S1,1
São Brás,2025,S2,1
São Brás,2026,S1,1
São José da Laje,2012,S1,8
São José da Laje,2012,S2,7
São José da Laje,2013,S1,4
São José da Laje,2013,S2,13
São José da Laje,2014,S1,15
São José da Laje,2014,S2,12
São José da Laje,2015,S1,9
São José da Laje,2015,S2,9
São José da Laje,2016,S1,7
São José da Laje,2016,S2,6
São José da Laje,2017,S1,7
São José da Laje,2017,S2,5
São José da Laje,2018,S1,4
São José da Laje,2018,S2,4
São José da Laje,2019,S1,3
São José da Laje,2019,S2,3
São José da Laje,2020,S1,3
São José da Laje,2020,S2,7
São José da Laje,2021,S1,4
São José da Laje,2021,S2,4
São José da Laje,2022,S1,4
São José da Laje,2022,S2,3
São José da Laje,2023,S1,4
São José da Laje,2023,S2,6
São José da Laje,2024,S1,1
São José da Laje,2024,S2,1
São José da Laje,2026,S1,2
São José da Tapera,2012,S1,7
São José da Tapera,2012,S2,6
São José da Tapera,2013,S1,9
São José da Tapera,2013,S2,9
São José da Tapera,2014,S1,2
São José da Tapera,2014,S2,8
São José da Tapera,2015,S1,13
São José da Tapera,2015,S2,9
São José da Tapera,2016,S1,12
São José da Tapera,2016,S2,7
São José da Tapera,2017,S1,7
São José da Tapera,2017,S2,3
São José da Tapera,2018,S1,3
São José da Tapera,2018,S2,9
São José da Tapera,2019,S1,4
São José da Tapera,2019,S2,6
São José da Tapera,2020,S1,3
São José da Tapera,2020,S2,5
São José da Tapera,2021,S1,4
São José da Tapera,2021,S2,2
São José da Tapera,2022,S1,3
São José da Tapera,2022,S2,6
São José da Tapera,2023,S1,6
São José da Tapera,2023,S2,2
São José da Tapera,2024,S1,2
São José da Tapera,2024,S2,5
São José da Tapera,2025,S1,2
São José da Tapera,2025,S2,1
São José da Tapera,2026,S1,1
São Luís do Quitunde,2012,S1,11
São Luís do Quitunde,2012,S2,4
São Luís do Quitunde,2013,S1,10
São Luís do Quitunde,2013,S2,10
São Luís do Quitunde,2014,S1,8
São Luís do Quitunde,2014,S2,3
São Luís do Quitunde,2015,S1,9
São Luís do Quitunde,2015,S2,15
São Luís do Quitunde,2016,S1,12
São Luís do Quitunde,2016,S2,9
São Luís do Quitunde,2017,S1,5
São Luís do Quitunde,2017,S2,6
São Luís do Quitunde,2018,S1,9
São Luís do Quitunde,2018,S2,7
São Luís do Quitunde,2019,S1,3
São Luís do Quitunde,2019,S2,8
São Luís do Quitunde,2020,S1,12
São Luís do Quitunde,2020,S2,8
São Luís do Quitunde,2021,S1,9
São Luís do Quitunde,2021,S2,6
São Luís do Quitunde,2022,S1,14
São Luís do Quitunde,2023,S1,5
São Luís do Quitunde,2023,S2,4
São Luís do Quitunde,2024,S1,9
São Luís do Quitunde,2024,S2,5
São Luís do Quitunde,2025,S1,6
São Luís do Quitunde,2025,S2,4
São Luís do Quitunde,2026,S1,2
São Miguel dos Campos,2012,S1,36
São Miguel dos Campos,2012,S2,20
São Miguel dos Campos,2013,S1,18
São Miguel dos Campos,2013,S2,21
São Miguel dos Campos,2014,S1,32
São Miguel dos Campos,2014,S2,24
São Miguel dos Campos,2015,S1,19
São Miguel dos Campos,2015,S2,13
São Miguel dos Campos,2016,S1,11
São Miguel dos Campos,2016,S2,12
São Miguel dos Campos,2017,S1,9
São Miguel dos Campos,2017,S2,13
São Miguel dos Campos,2018,S1,10
São Miguel dos Campos,2018,S2,7
São Miguel dos Campos,2019,S1,8
São Miguel dos Campos,2019,S2,9
São Miguel dos Campos,2020,S1,16
São Miguel dos Campos,2020,S2,7
São Miguel dos Campos,2021,S1,11
São Miguel dos Campos,2021,S2,7
São Miguel dos Campos,2022,S1,9
São Miguel dos Campos,2022,S2,13
São Miguel dos Campos,2023,S1,9
São Miguel dos Campos,2023,S2,12
São Miguel dos Campos,2024,S1,11
São Miguel dos Campos,2024,S2,12
São Miguel dos Campos,2025,S1,21
São Miguel dos Campos,2025,S2,14
São Miguel dos Campos,2026,S1,5
São Miguel dos Milagres,2012,S1,2
São Miguel dos Milagres,2012,S2,2
São Miguel dos Milagres,2013,S2,1
São Miguel dos Milagres,2014,S1,1
São Miguel dos Milagres,2014,S2,4
São Miguel dos Milagres,2015,S1,4
São Miguel dos Milagres,2015,S2,1
São Miguel dos Milagres,2016,S1,2
São Miguel dos Milagres,2016,S2,3
São Miguel dos Milagres,2017,S1,2
São Miguel dos Milagres,2018,S1,1
São Miguel dos Milagres,2018,S2,2
São Miguel dos Milagres,2019,S1,1
São Miguel dos Milagres,2019,S2,1
São Miguel dos Milagres,2020,S2,2
São Miguel dos Milagres,2021,S2,2
São Miguel dos Milagres,2022,S1,4
São Miguel dos Milagres,2022,S2,4
São Miguel dos Milagres,2023,S1,2
São Miguel dos Milagres,2023,S2,2
São Miguel dos Milagres,2024,S1,1
São Miguel dos Milagres,2024,S2,2
São Miguel dos Milagres,2025,S1,8
São Miguel dos Milagres,2025,S2,3
São Miguel dos Milagres,2026,S1,1
São Sebastião,2012,S1,4
São Sebastião,2012,S2,14
São Sebastião,2013,S1,13
São Sebastião,2013,S2,21
São Sebastião,2014,S1,19
São Sebastião,2014,S2,10
São Sebastião,2015,S1,14
São Sebastião,2015,S2,7
São Sebastião,2016,S1,10
São Sebastião,2016,S2,17
São Sebastião,2017,S1,6
São Sebastião,2017,S2,10
São Sebastião,2018,S1,8
São Sebastião,2018,S2,5
São Sebastião,2019,S1,5
São Sebastião,2019,S2,7
São Sebastião,2020,S1,8
São Sebastião,2020,S2,10
São Sebastião,2021,S1,10
São Sebastião,2021,S2,8
São Sebastião,2022,S1,6
São Sebastião,2022,S2,8
São Sebastião,2023,S1,8
São Sebastião,2023,S2,1
São Sebastião,2024,S1,5
São Sebastião,2024,S2,5
São Sebastião,2025,S1,4
São Sebastião,2025,S2,5
São Sebastião,2026,S1,2
Tanque d Arca,2012,S2,1
Tanque d Arca,2013,S1,2
Tanque d Arca,2013,S2,3
Tanque d Arca,2014,S1,5
Tanque d Arca,2014,S2,1
Tanque d Arca,2015,S2,2
Tanque d Arca,2016,S1,2
Tanque d Arca,2016,S2,3
Tanque d Arca,2017,S1,2
Tanque d Arca,2017,S2,1
Tanque d Arca,2019,S1,1
Tanque d Arca,2020,S1,2
Tanque d Arca,2020,S2,1
Tanque d Arca,2021,S1,1
Tanque d Arca,2022,S1,2
Taquarana,2012,S1,6
Taquarana,2013,S1,5
Taquarana,2013,S2,6
Taquarana,2014,S1,3
Taquarana,2014,S2,6
Taquarana,2015,S1,8
Taquarana,2015,S2,1
Taquarana,2016,S1,1
Taquarana,2016,S2,2
Taquarana,2017,S1,1
Taquarana,2017,S2,2
Taquarana,2018,S1,3
Taquarana,2018,S2,1
Taquarana,2019,S1,2
Taquarana,2019,S2,2
Taquarana,2020,S1,5
Taquarana,2020,S2,8
Taquarana,2021,S1,4
Taquarana,2021,S2,6
Taquarana,2022,S1,5
Taquarana,2022,S2,1
Taquarana,2023,S1,2
Taquarana,2023,S2,4
Taquarana,2024,S1,5
Taquarana,2024,S2,1
Taquarana,2025,S1,3
Taquarana,2025,S2,2
Teotônio Vilela,2012,S1,10
Teotônio Vilela,2012,S2,16
Teotônio Vilela,2013,S1,13
Teotônio Vilela,2013,S2,18
Teotônio Vilela,2014,S1,17
Teotônio Vilela,2014,S2,10
Teotônio Vilela,2015,S1,7
Teotônio Vilela,2015,S2,16
Teotônio Vilela,2016,S1,14
Teotônio Vilela,2016,S2,19
Teotônio Vilela,2017,S1,25
Teotônio Vilela,2017,S2,16
Teotônio Vilela,2018,S1,12
Teotônio Vilela,2018,S2,4
Teotônio Vilela,2019,S1,3
Teotônio Vilela,2019,S2,8
Teotônio Vilela,2020,S1,6
Teotônio Vilela,2020,S2,6
Teotônio Vilela,2021,S1,4
Teotônio Vilela,2022,S1,3
Teotônio Vilela,2022,S2,2
Teotônio Vilela,2023,S1,9
Teotônio Vilela,2023,S2,6
Teotônio Vilela,2024,S1,4
Teotônio Vilela,2024,S2,2
Teotônio Vilela,2025,S1,7
Teotônio Vilela,2025,S2,4
Teotônio Vilela,2026,S1,7
Traipu,2012,S1,3
Traipu,2012,S2,6
Traipu,2013,S1,1
Traipu,2014,S1,4
Traipu,2014,S2,4
Traipu,2015,S1,5
Traipu,2015,S2,2
Traipu,2016,S1,2
Traipu,2016,S2,4
Traipu,2017,S1,4
Traipu,2017,S2,1
Traipu,2018,S1,2
Traipu,2018,S2,1
Traipu,2019,S1,1
Traipu,2019,S2,2
Traipu,2020,S1,2
Traipu,2020,S2,6
Traipu,2021,S2,2
Traipu,2022,S1,1
Traipu,2022,S2,3
Traipu,2023,S1,1
Traipu,2023,S2,1
Traipu,2024,S1,2
Traipu,2024,S2,2
Traipu,2025,S1,3
Traipu,2025,S2,2
Traipu,2026,S1,1
União dos Palmares,2012,S1,24
União dos Palmares,2012,S2,19
União dos Palmares,2013,S1,25
União dos Palmares,2013,S2,27
União dos Palmares,2014,S1,25
União dos Palmares,2014,S2,17
União dos Palmares,2015,S1,23
União dos Palmares,2015,S2,17
União dos Palmares,2016,S1,28
União dos Palmares,2016,S2,24
União dos Palmares,2017,S1,15
União dos Palmares,2017,S2,14
União dos Palmares,2018,S1,5
União dos Palmares,2018,S2,5
União dos Palmares,2019,S1,16
União dos Palmares,2019,S2,12
União dos Palmares,2020,S1,23
União dos Palmares,2020,S2,17
União dos Palmares,2021,S1,18
União dos Palmares,2021,S2,17
União dos Palmares,2022,S1,15
União dos Palmares,2022,S2,14
União dos Palmares,2023,S1,13
União dos Palmares,2023,S2,8
União dos Palmares,2024,S1,10
União dos Palmares,2024,S2,10
União dos Palmares,2025,S1,8
União dos Palmares,2025,S2,7
União dos Palmares,2026,S1,1
Viçosa,2012,S1,13
Viçosa,2012,S2,9
Viçosa,2013,S1,3
Viçosa,2013,S2,10
Viçosa,2014,S1,5
Viçosa,2014,S2,10
Viçosa,2015,S1,9
Viçosa,2015,S2,13
Viçosa,2016,S1,6
Viçosa,2016,S2,3
Viçosa,2017,S1,12
Viçosa,2017,S2,4
Viçosa,2018,S1,5
Viçosa,2018,S2,3
Viçosa,2019,S1,5
Viçosa,2019,S2,10
Viçosa,2020,S1,8
Viçosa,2020,S2,5
Viçosa,2021,S1,4
Viçosa,2021,S2,2
Viçosa,2022,S1,2
Viçosa,2022,S2,2
Viçosa,2023,S1,3
Viçosa,2023,S2,5
Viçosa,2024,S1,1
Viçosa,2024,S2,1
Viçosa,2025,S1,1
Viçosa,2025,S2,1
Viçosa,2026,S1,3
Água Branca,2012,S1,3
Água Branca,2012,S2,4
Água Branca,2013,S1,1
Água Branca,2013,S2,2
Água Branca,2014,S1,1
Água Branca,2014,S2,1
Água Branca,2015,S1,3
Água Branca,2016,S1,1
Água Branca,2016,S2,5
Água Branca,2017,S1,1
Água Branca,2017,S2,2
Água Branca,2018,S1,3
Água Branca,2018,S2,1
Água Branca,2020,S1,1
Água Branca,2020,S2,2
Água Branca,2021,S1,1
Água Branca,2021,S2,3
Água Branca,2022,S1,2
Água Branca,2023,S2,3
Água Branca,2024,S1,2
Água Branca,2024,S2,4
Água Branca,2025,S1,1
Água Branca,2026,S1,1
