cidade_norm,ano,count
Quebrangulo,2026,1
Rio Largo,2012,99
Rio Largo,2013,77
Rio Largo,2014,82
Rio Largo,2015,52
Rio Largo,2016,69
Rio Largo,2017,58
Rio Largo,2018,76
Rio Largo,2019,36
Rio Largo,2020,41
Rio Largo,2021,31
Rio Largo,2022,40
Rio Largo,2023,64
Rio Largo,2024,60
Rio Largo,2025,52
Rio Largo,2026,8
Roteiro,2012,2
Roteiro,2013,5
Roteiro,2014,7
Roteiro,2015,3
Roteiro,2016,5
Roteiro,2017,12
Roteiro,2018,10
Roteiro,2019,4
Roteiro,2020,5
Roteiro,2021,4
Roteiro,2023,3
Roteiro,2024,2
Roteiro,2025,4
Roteiro,2026,1
Santa Luzia do Norte,2012,2
Santa Luzia do Norte,2013,8
Santa Luzia do Norte,2014,5
Santa Luzia do Norte,2015,4
Santa Luzia do Norte,2016,6
Santa Luzia do Norte,2017,3
Santa Luzia do Norte,2018,6
Santa Luzia do Norte,2019,6
Santa Luzia do Norte,2020,2
Santa Luzia do Norte,2021,2
Santa Luzia do Norte,2022,2
Santa Luzia do Norte,2023,3
Santa Luzia do Norte,2024,2
Santa Luzia do Norte,2025,1
Santana do Ipanema,2012,33
Santana do Ipanema,2013,30
Santana do Ipanema,2014,35
Santana do Ipanema,2015,23
Santana do Ipanema,2016,22
Santana do Ipanema,2017,16
Santana do Ipanema,2018,10
Santana do Ipanema,2019,11
Santana do Ipanema,2020,9
Santana do Ipanema,2021,14
Santana do Ipanema,2022,17
Santana do Ipanema,2023,15
Santana do Ipanema,2024,9
Santana do Ipanema,2025,11
Santana do Ipanema,2026,1
Santana do Mundaú,2012,5
Santana do Mundaú,2013,5
Santana do Mundaú,2014,7
Santana do Mundaú,2015,9
Santana do Mundaú,2016,14
Santana do Mundaú,2017,7
Santana do Mundaú,2018,4
Santana do Mundaú,2019,2
Santana do Mundaú,2020,1
Santana do Mundaú,2021,3
Santana do Mundaú,2022,2
Santana do Mundaú,2023,6
Santana do Mundaú,2024,1
Santana do Mundaú,2026,1
Satuba,2012,24
Satuba,2013,28
Satuba,2014,12
Satuba,2015,2
Satuba,2016,8
Satuba,2017,8
Satuba,2018,5
Satuba,2019,6
Satuba,2020,4
Satuba,2021,8
Satuba,2022,4
Satuba,2023,10
Satuba,2024,4
Satuba,2025,2
Satuba,2026,3
Senador Rui Palmeira,2012,4
Senador Rui Palmeira,2013,2
Senador Rui Palmeira,2014,4
Senador Rui Palmeira,2015,3
Senador Rui Palmeira,2016,2
Senador Rui Palmeira,2017,2
Senador Rui Palmeira,2018,6
Senador Rui Palmeira,2019,3
Senador Rui Palmeira,2020,5
Senador Rui Palmeira,2021,4
Senador Rui Palmeira,2022,5
Senador Rui Palmeira,2023,1
Senador Rui Palmeira,2024,1
Senador Rui Palmeira,2025,5
Senador Rui Palmeira,2026,2
São Brás,2012,2
São Brás,2013,1
São Brás,2014,2
São Brás,2015,2
São Brás,2016,2
São Brás,2017,2
São Brás,2018,1
São Brás,2019,3
São Brás,2021,1
São Brás,2022,1
São Brás,2023,3
São Brás,2025,2
São Brás,2026,1
São José da Laje,2012,15
São José da Laje,2013,17
São José da Laje,2014,27
São José da Laje,2015,18
São José da Laje,2016,13
São José da Laje,2017,12
São José da Laje,2018,8
São José da Laje,2019,6
São José da Laje,2020,10
São José da Laje,2021,8
São José da Laje,2022,7
São José da Laje,2023,10
São José da Laje,2024,2
São José da Laje,2026,2
São José da Tapera,2012,13
São José da Tapera,2013,18
São José da Tapera,2014,10
São José da Tapera,2015,22
São José da Tapera,2016,19
São José da Tapera,2017,10
São José da Tapera,2018,12
São José da Tapera,2019,10
São José da Tapera,2020,8
São José da Tapera,2021,6
São José da Tapera,2022,9
São José da Tapera,2023,8
São José da Tapera,2024,7
São José da Tapera,2025,3
São José da Tapera,2026,1
São Luís do Quitunde,2012,15
São Luís do Quitunde,2013,20
São Luís do Quitunde,2014,11
São Luís do Quitunde,2015,24
São Luís do Quitunde,2016,21
São Luís do Quitunde,2017,11
São Luís do Quitunde,2018,16
São Luís do Quitunde,2019,11
São Luís do Quitunde,2020,20
São Luís do Quitunde,2021,15
São Luís do Quitunde,2022,14
São Luís do Quitunde,2023,9
São Luís do Quitunde,2024,14
São Luís do Quitunde,2025,10
São Luís do Quitunde,2026,2
São Miguel dos Campos,2012,56
São Miguel dos Campos,2013,39
São Miguel dos Campos,2014,56
São Miguel dos Campos,2015,32
São Miguel dos Campos,2016,23
São Miguel dos Campos,2017,22
São Miguel dos Campos,2018,17
São Miguel dos Campos,2019,17
São Miguel dos Campos,2020,23
São Miguel dos Campos,2021,18
São Miguel dos Campos,2022,22
São Miguel dos Campos,2023,21
São Miguel dos Campos,2024,23
São Miguel dos Campos,2025,35
São Miguel dos Campos,2026,5
São Miguel dos Milagres,2012,4
São Miguel dos Milagres,2013,1
São Miguel dos Milagres,2014,5
São Miguel dos Milagres,2015,5
São Miguel dos Milagres,2016,5
São Miguel dos Milagres,2017,2
São Miguel dos Milagres,2018,3
São Miguel dos Milagres,2019,2
São Miguel dos Milagres,2020,2
São Miguel dos Milagres,2021,2
São Miguel dos Milagres,2022,8
São Miguel dos Milagres,2023,4
São Miguel dos Milagres,2024,3
São Miguel dos Milagres,2025,11
São Miguel dos Milagres,2026,1
São Sebastião,2012,18
São Sebastião,2013,34
São Sebastião,2014,29
São Sebastião,2015,21
São Sebastião,2016,27
São Sebastião,2017,16
São Sebastião,2018,13
São Sebastião,2019,12
São Sebastião,2020,18
São Sebastião,2021,18
São Sebastião,2022,14
São Sebastião,2023,9
São Sebastião,2024,10
São Sebastião,2025,9
São Sebastião,2026,2
Tanque d Arca,2012,1
Tanque d Arca,2013,5
Tanque d Arca,2014,6
Tanque d Arca,2015,2
Tanque d Arca,2016,5
Tanque d Arca,2017,3
Tanque d Arca,2019,1
Tanque d Arca,2020,3
Tanque d Arca,2021,1
Tanque d Arca,2022,2
Taquarana,2012,6
Taquarana,2013,11
Taquarana,2014,9
Taquarana,2015,9
Taquarana,2016,3
Taquarana,2017,3
Taquarana,2018,4
Taquarana,2019,4
Taquarana,2020,13
Taquarana,2021,10
Taquarana,2022,6
Taquarana,2023,6
Taquarana,2024,6
Taquarana,2025,5
Teotônio Vilela,2012,26
Teotônio Vilela,2013,31
Teotônio Vilela,2014,27
Teotônio Vilela,2015,23
Teotônio Vilela,2016,33
Teotônio Vilela,2017,41
Teotônio Vilela,2018,16
Teotônio Vilela,2019,11
Teotônio Vilela,2020,12
Teotônio Vilela,2021,4
Teotônio Vilela,2022,5
Teotônio Vilela,2023,15
Teotônio Vilela,2024,6
Teotônio Vilela,2025,11
Teotônio Vilela,2026,7
Traipu,2012,9
Traipu,2013,1
Traipu,2014,8
Traipu,2015,7
Traipu,2016,6
Traipu,2017,5
Traipu,2018,3
Traipu,2019,3
Traipu,2020,8
Traipu,2021,2
Traipu,2022,4
Traipu,2023,2
Traipu,2024,4
Traipu,2025,5
Traipu,2026,1
União dos Palmares,2012,43
União dos Palmares,2013,52
União dos Palmares,2014,42
União dos Palmares,2015,40
União dos Palmares,2016,52
União dos Palmares,2017,29
União dos Palmares,2018,10
União dos Palmares,2019,28
União dos Palmares,2020,40
União dos Palmares,2021,35
União dos Palmares,2022,29
União dos Palmares,2023,21
União dos Palmares,2024,20
União dos Palmares,2025,15
União dos Palmares,2026,1
Viçosa,2012,22
Viçosa,2013,13
Viçosa,2014,15
Viçosa,2015,22
Viçosa,2016,9
Viçosa,2017,16
Viçosa,2018,8
Viçosa,2019,15
Viçosa,2020,13
Viçosa,2021,6
Viçosa,2022,4
Viçosa,2023,8
Viçosa,2024,2
Viçosa,2025,2
Viçosa,2026,3
Água Branca,2012,7
Água Branca,2013,3
Água Branca,2014,2
Água Branca,2015,3
Água Branca,2016,6
Água Branca,2017,3
Água Branca,2018,4
Água Branca,2020,3
Água Branca,2021,4
Água Branca,2022,2
Água Branca,2023,3
Água Branca,2024,6
Água Branca,2025,1
Água Branca,2026,1
