cidade_norm,ano,mes,count,ano_mes
Coqueiro Seco,2017,9,1,2017-09-01
Coqueiro Seco,2017,11,2,2017-11-01
Coqueiro Seco,2018,1,1,2018-01-01
Coqueiro Seco,2018,2,1,2018-02-01
Coqueiro Seco,2018,3,1,2018-03-01
Coqueiro Seco,2018,9,1,2018-09-01
Coqueiro Seco,2018,11,1,2018-11-01
Coqueiro Seco,2018,12,1,2018-12-01
Coqueiro Seco,2019,3,2,2019-03-01
Coqueiro Seco,2019,12,2,2019-12-01
Coqueiro Seco,2020,3,1,2020-03-01
Coqueiro Seco,2020,4,1,2020-04-01
Coqueiro Seco,2020,10,1,2020-10-01
Coqueiro Seco,2021,4,1,2021-04-01
Coqueiro Seco,2021,5,2,2021-05-01
Coqueiro Seco,2021,8,1,2021-08-01
Coqueiro Seco,2022,7,1,2022-07-01
Coqueiro Seco,2022,10,1,2022-10-01
Coqueiro Seco,2022,11,2,2022-11-01
Coqueiro Seco,2023,4,1,2023-04-01
Coqueiro Seco,2023,5,1,2023-05-01
Coqueiro Seco,2023,8,1,2023-08-01
Coqueiro Seco,2023,9,1,2023-09-01
Coqueiro Seco,2023,11,1,2023-11-01
Coqueiro Seco,2024,3,1,2024-03-01
Coqueiro Seco,2024,10,1,2024-10-01
Coqueiro Seco,2025,1,1,2025-01-01
Coqueiro Seco,2025,5,1,2025-05-01
Coqueiro Seco,2025,12,1,2025-12-01
Coruripe,2012,1,1,2012-01-01
Coruripe,2012,2,7,2012-02-01
Coruripe,2012,3,1,2012-03-01
Coruripe,2012,4,5,2012-04-01
Coruripe,2012,5,8,2012-05-01
Coruripe,2012,6,9,2012-06-01
Coruripe,2012,7,9,2012-07-01
Coruripe,2012,8,1,2012-08-01
Coruripe,2012,9,3,2012-09-01
Coruripe,2012,10,5,2012-10-01
Coruripe,2012,11,2,2012-11-01
Coruripe,2012,12,4,2012-12-01
Coruripe,2013,1,3,2013-01-01
Coruripe,2013,2,9,2013-02-01
Coruripe,2013,3,3,2013-03-01
Coruripe,2013,4,1,2013-04-01
Coruripe,2013,5,5,2013-05-01
Coruripe,2013,6,2,2013-06-01
Coruripe,2013,7,2,2013-07-01
Coruripe,2013,8,1,2013-08-01
Coruripe,2013,9,1,2013-09-01
Coruripe,2013,11,2,2013-11-01
Coruripe,2013,12,2,2013-12-01
Coruripe,2014,1,3,2014-01-01
Coruripe,2014,2,5,2014-02-01
Coruripe,2014,3,6,2014-03-01
Coruripe,2014,4,10,2014-04-01
Coruripe,2014,5,3,2014-05-01
Coruripe,2014,6,5,2014-06-01
Coruripe,2014,7,5,2014-07-01
Coruripe,2014,8,5,2014-08-01
Coruripe,2014,9,3,2014-09-01
Coruripe,2014,10,1,2014-10-01
Coruripe,2014,11,2,2014-11-01
Coruripe,2014,12,6,2014-12-01
Coruripe,2015,1,2,2015-01-01
Coruripe,2015,2,3,2015-02-01
Coruripe,2015,3,5,2015-03-01
Coruripe,2015,4,1,2015-04-01
Coruripe,2015,5,5,2015-05-01
Coruripe,2015,6,4,2015-06-01
Coruripe,2015,7,1,2015-07-01
Coruripe,2015,8,4,2015-08-01
Coruripe,2015,9,2,2015-09-01
Coruripe,2015,10,1,2015-10-01
Coruripe,2015,11,2,2015-11-01
Coruripe,2015,12,5,2015-12-01
Coruripe,2016,1,6,2016-01-01
Coruripe,2016,2,2,2016-02-01
Coruripe,2016,3,2,2016-03-01
Coruripe,2016,4,6,2016-04-01
Coruripe,2016,5,2,2016-05-01
Coruripe,2016,6,6,2016-06-01
Coruripe,2016,7,5,2016-07-01
Coruripe,2016,8,7,2016-08-01
Coruripe,2016,9,2,2016-09-01
Coruripe,2016,10,3,2016-10-01
Coruripe,2016,11,4,2016-11-01
Coruripe,2016,12,3,2016-12-01
Coruripe,2017,1,5,2017-01-01
Coruripe,2017,2,4,2017-02-01
Coruripe,2017,3,3,2017-03-01
Coruripe,2017,4,5,2017-04-01
Coruripe,2017,5,6,2017-05-01
Coruripe,2017,6,2,2017-06-01
Coruripe,2017,7,5,2017-07-01
Coruripe,2017,8,5,2017-08-01
Coruripe,2017,9,4,2017-09-01
Coruripe,2017,10,5,2017-10-01
Coruripe,2017,11,1,2017-11-01
Coruripe,2017,12,2,2017-12-01
Coruripe,2018,1,7,2018-01-01
Coruripe,2018,3,3,2018-03-01
Coruripe,2018,4,6,2018-04-01
Coruripe,2018,5,6,2018-05-01
Coruripe,2018,6,4,2018-06-01
Coruripe,2018,7,1,2018-07-01
Coruripe,2018,8,1,2018-08-01
Coruripe,2018,10,1,2018-10-01
Coruripe,2018,12,1,2018-12-01
Coruripe,2019,1,1,2019-01-01
Coruripe,2019,2,1,2019-02-01
Coruripe,2019,3,1,2019-03-01
Coruripe,2019,5,3,2019-05-01
Coruripe,2019,6,1,2019-06-01
Coruripe,2019,7,3,2019-07-01
Coruripe,2019,8,2,2019-08-01
Coruripe,2019,9,3,2019-09-01
Coruripe,2019,10,1,2019-10-01
Coruripe,2019,11,3,2019-11-01
Coruripe,2020,1,1,2020-01-01
Coruripe,2020,2,1,2020-02-01
Coruripe,2020,4,2,2020-04-01
Coruripe,2020,7,1,2020-07-01
Coruripe,2020,10,1,2020-10-01
Coruripe,2020,12,1,2020-12-01
Coruripe,2021,1,5,2021-01-01
Coruripe,2021,2,1,2021-02-01
Coruripe,2021,4,2,2021-04-01
Coruripe,2021,5,1,2021-05-01
Coruripe,2021,8,1,2021-08-01
Coruripe,2021,9,2,2021-09-01
Coruripe,2021,10,2,2021-10-01
Coruripe,2021,11,4,2021-11-01
Coruripe,2021,12,1,2021-12-01
Coruripe,2022,1,2,2022-01-01
Coruripe,2022,2,1,2022-02-01
Coruripe,2022,3,1,2022-03-01
Coruripe,2022,4,1,2022-04-01
Coruripe,2022,5,1,2022-05-01
Coruripe,2022,6,1,2022-06-01
Coruripe,2022,7,2,2022-07-01
Coruripe,2022,8,4,2022-08-01
Coruripe,2022,9,1,2022-09-01
Coruripe,2022,11,2,2022-11-01
Coruripe,2023,2,1,2023-02-01
Coruripe,2023,3,1,2023-03-01
Coruripe,2023,5,2,2023-05-01
Coruripe,2023,6,3,2023-06-01
Coruripe,2023,8,1,2023-08-01
Coruripe,2023,9,1,2023-09-01
Coruripe,2023,12,1,2023-12-01
Coruripe,2024,1,3,2024-01-01
Coruripe,2024,2,1,2024-02-01
Coruripe,2024,5,1,2024-05-01
Coruripe,2024,8,1,2024-08-01
Coruripe,2024,9,2,2024-09-01
Coruripe,2024,10,5,2024-10-01
Coruripe,2024,11,1,2024-11-01
Coruripe,2025,1,2,2025-01-01
Coruripe,2025,2,2,2025-02-01
Coruripe,2025,3,1,2025-03-01
Coruripe,2025,4,1,2025-04-01
Coruripe,2025,5,1,2025-05-01
Coruripe,2025,6,2,2025-06-01
Coruripe,2025,10,2,2025-10-01
Coruripe,2025,12,1,2025-12-01
Coruripe,2026,2,2,2026-02-01
Craíbas,2012,2,1,2012-02-01
Craíbas,2012,3,1,2012-03-01
Craíbas,2012,7,1,2012-07-01
Craíbas,2012,8,1,2012-08-01
Craíbas,2012,12,3,2012-12-01
Craíbas,2013,4,1,2013-04-01
Craíbas,2013,6,3,2013-06-01
Craíbas,2013,7,2,2013-07-01
Craíbas,2013,8,1,2013-08-01
Craíbas,2013,9,1,2013-09-01
Craíbas,2013,11,2,2013-11-01
Craíbas,2013,12,1,2013-12-01
Craíbas,2014,1,1,2014-01-01
Craíbas,2014,3,1,2014-03-01
Craíbas,2014,4,2,2014-04-01
Craíbas,2014,6,1,2014-06-01
Craíbas,2014,7,3,2014-07-01
Craíbas,2014,9,2,2014-09-01
Craíbas,2014,10,3,2014-10-01
Craíbas,2014,11,1,2014-11-01
Craíbas,2014,12,1,2014-12-01
Craíbas,2015,1,2,2015-01-01
Craíbas,2015,7,1,2015-07-01
Craíbas,2015,8,2,2015-08-01
Craíbas,2015,9,1,2015-09-01
Craíbas,2015,10,2,2015-10-01
Craíbas,2015,11,1,2015-11-01
Craíbas,2016,1,2,2016-01-01
Craíbas,2016,3,1,2016-03-01
Craíbas,2016,4,1,2016-04-01
Craíbas,2016,5,2,2016-05-01
Craíbas,2016,6,2,2016-06-01
Craíbas,2016,7,1,2016-07-01
Craíbas,2016,9,1,2016-09-01
Craíbas,2016,10,1,2016-10-01
Craíbas,2017,1,3,2017-01-01
Craíbas,2017,5,1,2017-05-01
Craíbas,2017,7,2,2017-07-01
Craíbas,2017,8,1,2017-08-01
Craíbas,2017,11,1,2017-11-01
Craíbas,2017,12,1,2017-12-01
Craíbas,2018,1,1,2018-01-01
Craíbas,2018,3,2,2018-03-01
Craíbas,2018,4,1,2018-04-01
Craíbas,2018,5,1,2018-05-01
Craíbas,2018,10,1,2018-10-01
Craíbas,2018,11,1,2018-11-01
Craíbas,2019,1,1,2019-01-01
Craíbas,2019,3,1,2019-03-01
Craíbas,2019,4,1,2019-04-01
Craíbas,2019,7,1,2019-07-01
Craíbas,2019,9,1,2019-09-01
Craíbas,2019,11,2,2019-11-01
Craíbas,2019,12,1,2019-12-01
Craíbas,2020,1,1,2020-01-01
Craíbas,2020,5,1,2020-05-01
Craíbas,2020,8,1,2020-08-01
Craíbas,2020,9,1,2020-09-01
Craíbas,2020,12,2,2020-12-01
Craíbas,2021,1,1,2021-01-01
Craíbas,2021,11,1,2021-11-01
Craíbas,2021,12,1,2021-12-01
Craíbas,2022,3,2,2022-03-01
Craíbas,2022,4,2,2022-04-01
Craíbas,2022,9,1,2022-09-01
Craíbas,2022,12,1,2022-12-01
Craíbas,2023,2,2,2023-02-01
Craíbas,2023,3,1,2023-03-01
Craíbas,2023,5,1,2023-05-01
Craíbas,2023,7,1,2023-07-01
Craíbas,2023,8,1,2023-08-01
Craíbas,2023,9,1,2023-09-01
Craíbas,2023,10,2,2023-10-01
Craíbas,2023,12,1,2023-12-01
Craíbas,2024,3,4,2024-03-01
Craíbas,2024,5,1,2024-05-01
Craíbas,2024,6,2,2024-06-01
Craíbas,2024,10,1,2024-10-01
Craíbas,2024,11,2,2024-11-01
Craíbas,2024,12,1,2024-12-01
Craíbas,2025,3,1,2025-03-01
Craíbas,2025,5,1,2025-05-01
Craíbas,2025,8,1,2025-08-01
Craíbas,2026,1,1,2026-01-01
Craíbas,2026,3,1,2026-03-01
Craíbas,2026,4,1,2026-04-01
Delmiro Gouveia,2012,1,3,2012-01-01
Delmiro Gouveia,2012,2,2,2012-02-01
Delmiro Gouveia,2012,3,1,2012-03-01
Delmiro Gouveia,2012,4,2,2012-04-01
Delmiro Gouveia,2012,5,1,2012-05-01
Delmiro Gouveia,2012,6,3,2012-06-01
Delmiro Gouveia,2012,7,2,2012-07-01
Delmiro Gouveia,2012,8,5,2012-08-01
Delmiro Gouveia,2012,9,3,2012-09-01
Delmiro Gouveia,2012,10,6,2012-10-01
Delmiro Gouveia,2012,11,1,2012-11-01
Delmiro Gouveia,2012,12,1,2012-12-01
Delmiro Gouveia,2013,1,2,2013-01-01
Delmiro Gouveia,2013,2,3,2013-02-01
Delmiro Gouveia,2013,6,2,2013-06-01
Delmiro Gouveia,2013,7,2,2013-07-01
Delmiro Gouveia,2013,10,1,2013-10-01
Delmiro Gouveia,2013,12,1,2013-12-01
Delmiro Gouveia,2014,1,1,2014-01-01
Delmiro Gouveia,2014,2,3,2014-02-01
Delmiro Gouveia,2014,3,1,2014-03-01
Delmiro Gouveia,2014,4,3,2014-04-01
Delmiro Gouveia,2014,7,1,2014-07-01
Delmiro Gouveia,2014,8,2,2014-08-01
Delmiro Gouveia,2014,9,1,2014-09-01
Delmiro Gouveia,2014,10,1,2014-10-01
Delmiro Gouveia,2014,11,1,2014-11-01
Delmiro Gouveia,2014,12,1,2014-12-01
Delmiro Gouveia,2015,1,1,2015-01-01
Delmiro Gouveia,2015,3,3,2015-03-01
Delmiro Gouveia,2015,4,1,2015-04-01
Delmiro Gouveia,2015,6,1,2015-06-01
Delmiro Gouveia,2015,7,1,2015-07-01
Delmiro Gouveia,2015,8,1,2015-08-01
Delmiro Gouveia,2015,9,1,2015-09-01
Delmiro Gouveia,2015,10,3,2015-10-01
Delmiro Gouveia,2015,11,1,2015-11-01
Delmiro Gouveia,2015,12,3,2015-12-01
Delmiro Gouveia,2016,1,1,2016-01-01
Delmiro Gouveia,2016,2,1,2016-02-01
Delmiro Gouveia,2016,4,1,2016-04-01
Delmiro Gouveia,2016,5,2,2016-05-01
Delmiro Gouveia,2016,6,2,2016-06-01
Delmiro Gouveia,2016,7,2,2016-07-01
Delmiro Gouveia,2016,8,1,2016-08-01
Delmiro Gouveia,2016,12,2,2016-12-01
Delmiro Gouveia,2017,1,1,2017-01-01
Delmiro Gouveia,2017,2,2,2017-02-01
Delmiro Gouveia,2017,4,3,2017-04-01
Delmiro Gouveia,2017,8,1,2017-08-01
Delmiro Gouveia,2017,9,2,2017-09-01
Delmiro Gouveia,2017,10,1,2017-10-01
Delmiro Gouveia,2017,11,1,2017-11-01
Delmiro Gouveia,2017,12,1,2017-12-01
Delmiro Gouveia,2018,1,2,2018-01-01
Delmiro Gouveia,2018,3,3,2018-03-01
Delmiro Gouveia,2018,4,1,2018-04-01
Delmiro Gouveia,2018,6,1,2018-06-01
Delmiro Gouveia,2018,7,2,2018-07-01
Delmiro Gouveia,2018,8,1,2018-08-01
Delmiro Gouveia,2018,9,1,2018-09-01
Delmiro Gouveia,2018,12,2,2018-12-01
Delmiro Gouveia,2019,1,1,2019-01-01
Delmiro Gouveia,2019,2,1,2019-02-01
Delmiro Gouveia,2019,3,3,2019-03-01
Delmiro Gouveia,2019,5,1,2019-05-01
Delmiro Gouveia,2019,6,1,2019-06-01
Delmiro Gouveia,2019,7,1,2019-07-01
Delmiro Gouveia,2019,8,3,2019-08-01
Delmiro Gouveia,2019,10,2,2019-10-01
Delmiro Gouveia,2019,11,1,2019-11-01
Delmiro Gouveia,2019,12,1,2019-12-01
Delmiro Gouveia,2020,3,2,2020-03-01
Delmiro Gouveia,2020,4,1,2020-04-01
Delmiro Gouveia,2020,5,1,2020-05-01
Delmiro Gouveia,2020,7,1,2020-07-01
Delmiro Gouveia,2020,8,1,2020-08-01
Delmiro Gouveia,2020,9,1,2020-09-01
Delmiro Gouveia,2020,11,1,2020-11-01
Delmiro Gouveia,2021,1,2,2021-01-01
Delmiro Gouveia,2021,3,1,2021-03-01
Delmiro Gouveia,2021,4,2,2021-04-01
Delmiro Gouveia,2021,5,3,2021-05-01
Delmiro Gouveia,2021,6,1,2021-06-01
Delmiro Gouveia,2021,7,1,2021-07-01
Delmiro Gouveia,2021,11,1,2021-11-01
Delmiro Gouveia,2022,1,2,2022-01-01
Delmiro Gouveia,2022,3,1,2022-03-01
Delmiro Gouveia,2022,6,1,2022-06-01
Delmiro Gouveia,2022,8,1,2022-08-01
Delmiro Gouveia,2022,10,1,2022-10-01
Delmiro Gouveia,2022,11,1,2022-11-01
Delmiro Gouveia,2022,12,5,2022-12-01
Delmiro Gouveia,2023,1,1,2023-01-01
Delmiro Gouveia,2023,2,1,2023-02-01
Delmiro Gouveia,2023,4,2,2023-04-01
Delmiro Gouveia,2023,7,2,2023-07-01
Delmiro Gouveia,2023,10,1,2023-10-01
Delmiro Gouveia,2023,11,1,2023-11-01
Delmiro Gouveia,2023,12,2,2023-12-01
Delmiro Gouveia,2024,1,2,2024-01-01
Delmiro Gouveia,2024,3,2,2024-03-01
Delmiro Gouveia,2024,5,1,2024-05-01
Delmiro Gouveia,2024,6,2,2024-06-01
Delmiro Gouveia,2024,8,1,2024-08-01
Delmiro Gouveia,2024,9,1,2024-09-01
Delmiro Gouveia,2024,11,1,2024-11-01
Delmiro Gouveia,2024,12,2,2024-12-01
Delmiro Gouveia,2025,1,1,2025-01-01
Delmiro Gouveia,2025,3,1,2025-03-01
Delmiro Gouveia,2025,4,1,2025-04-01
Delmiro Gouveia,2025,5,1,2025-05-01
Delmiro Gouveia,2025,8,1,2025-08-01
Delmiro Gouveia,2025,9,2,2025-09-01
Delmiro Gouveia,2025,10,1,2025-10-01
Delmiro Gouveia,2026,3,1,2026-03-01
Dois Riachos,2012,1,1,2012-01-01
Dois Riachos,2012,3,1,2012-03-01
Dois Riachos,2012,5,1,2012-05-01
Dois Riachos,2012,8,2,2012-08-01
Dois Riachos,2012,10,2,2012-10-01
Dois Riachos,2013,3,2,2013-03-01
Dois Riachos,2013,5,2,2013-05-01
Dois Riachos,2013,12,2,2013-12-01
Dois Riachos,2014,1,1,2014-01-01
Dois Riachos,2014,3,1,2014-03-01
Dois Riachos,2014,4,1,2014-04-01
Dois Riachos,2014,6,1,2014-06-01
Dois Riachos,2014,8,1,2014-08-01
Dois Riachos,2014,12,2,2014-12-01
Dois Riachos,2015,5,1,2015-05-01
Dois Riachos,2015,8,2,2015-08-01
Dois Riachos,2015,9,1,2015-09-01
Dois Riachos,2015,10,1,2015-10-01
Dois Riachos,2016,2,1,2016-02-01
Dois Riachos,2016,3,1,2016-03-01
Dois Riachos,2016,4,1,2016-04-01
Dois Riachos,2016,7,1,2016-07-01
Dois Riachos,2016,8,1,2016-08-01
Dois Riachos,2017,3,1,2017-03-01
Dois Riachos,2017,4,1,2017-04-01
Dois Riachos,2017,8,1,2017-08-01
Dois Riachos,2018,4,1,2018-04-01
Dois Riachos,2018,6,2,2018-06-01
Dois Riachos,2019,10,1,2019-10-01
Dois Riachos,2020,4,1,2020-04-01
Dois Riachos,2020,8,1,2020-08-01
Dois Riachos,2020,9,1,2020-09-01
Dois Riachos,2020,11,2,2020-11-01
Dois Riachos,2021,5,1,2021-05-01
Dois Riachos,2021,6,1,2021-06-01
Dois Riachos,2021,9,2,2021-09-01
Dois Riachos,2021,12,1,2021-12-01
Dois Riachos,2022,1,2,2022-01-01
Dois Riachos,2022,7,2,2022-07-01
Dois Riachos,2022,9,2,2022-09-01
Dois Riachos,2022,10,2,2022-10-01
Dois Riachos,2023,7,1,2023-07-01
Dois Riachos,2023,10,1,2023-10-01
Dois Riachos,2024,1,1,2024-01-01
Dois Riachos,2024,4,1,2024-04-01
Dois Riachos,2024,7,1,2024-07-01
Dois Riachos,2025,1,1,2025-01-01
Dois Riachos,2025,4,1,2025-04-01
Dois Riachos,2025,7,1,2025-07-01
Dois Riachos,2025,8,1,2025-08-01
Estrela de Alagoas,2012,1,1,2012-01-01
Estrela de Alagoas,2012,3,1,2012-03-01
Estrela de Alagoas,2012,4,2,2012-04-01
Estrela de Alagoas,2012,11,1,2012-11-01
Estrela de Alagoas,2012,12,1,2012-12-01
Estrela de Alagoas,2013,1,1,2013-01-01
Estrela de Alagoas,2013,4,1,2013-04-01
Estrela de Alagoas,2013,5,1,2013-05-01
Estrela de Alagoas,2013,6,2,2013-06-01
Estrela de Alagoas,2013,7,1,2013-07-01
Estrela de Alagoas,2013,10,1,2013-10-01
Estrela de Alagoas,2013,11,1,2013-11-01
Estrela de Alagoas,2014,6,1,2014-06-01
Estrela de Alagoas,2014,10,1,2014-10-01
Estrela de Alagoas,2014,11,2,2014-11-01
Estrela de Alagoas,2014,12,1,2014-12-01
Estrela de Alagoas,2015,2,1,2015-02-01
Estrela de Alagoas,2015,5,1,2015-05-01
Estrela de Alagoas,2015,8,2,2015-08-01
Estrela de Alagoas,2016,11,1,2016-11-01
Estrela de Alagoas,2016,12,1,2016-12-01
Estrela de Alagoas,2017,2,1,2017-02-01
Estrela de Alagoas,2017,5,1,2017-05-01
Estrela de Alagoas,2017,6,1,2017-06-01
Estrela de Alagoas,2017,7,2,2017-07-01
Estrela de Alagoas,2017,8,1,2017-08-01
Estrela de Alagoas,2017,9,1,2017-09-01
Estrela de Alagoas,2018,4,1,2018-04-01
Estrela de Alagoas,2018,8,1,2018-08-01
Estrela de Alagoas,2019,2,1,2019-02-01
Estrela de Alagoas,2019,4,1,2019-04-01
Estrela de Alagoas,2019,6,1,2019-06-01
Estrela de Alagoas,2020,4,1,2020-04-01
Estrela de Alagoas,2021,3,1,2021-03-01
Estrela de Alagoas,2021,5,1,2021-05-01
Estrela de Alagoas,2021,8,2,2021-08-01
Estrela de Alagoas,2022,9,1,2022-09-01
Estrela de Alagoas,2023,4,1,2023-04-01
Estrela de Alagoas,2023,6,1,2023-06-01
Estrela de Alagoas,2023,8,1,2023-08-01
Estrela de Alagoas,2024,1,1,2024-01-01
Estrela de Alagoas,2024,3,1,2024-03-01
Estrela de Alagoas,2024,12,1,2024-12-01
Estrela de Alagoas,2025,5,5,2025-05-01
Feira Grande,2012,1,1,2012-01-01
Feira Grande,2012,5,1,2012-05-01
Feira Grande,2012,6,1,2012-06-01
Feira Grande,2012,9,1,2012-09-01
Feira Grande,2012,10,1,2012-10-01
Feira Grande,2012,12,3,2012-12-01
Feira Grande,2013,1,1,2013-01-01
Feira Grande,2013,2,1,2013-02-01
Feira Grande,2013,4,2,2013-04-01
Feira Grande,2013,5,1,2013-05-01
Feira Grande,2013,6,1,2013-06-01
Feira Grande,2013,7,1,2013-07-01
Feira Grande,2013,9,1,2013-09-01
Feira Grande,2013,12,2,2013-12-01
Feira Grande,2014,1,1,2014-01-01
Feira Grande,2014,3,1,2014-03-01
Feira Grande,2014,6,2,2014-06-01
Feira Grande,2014,8,1,2014-08-01
Feira Grande,2014,10,1,2014-10-01
Feira Grande,2014,11,5,2014-11-01
Feira Grande,2014,12,1,2014-12-01
Feira Grande,2015,2,2,2015-02-01
Feira Grande,2015,5,2,2015-05-01
Feira Grande,2015,7,3,2015-07-01
Feira Grande,2015,8,1,2015-08-01
Feira Grande,2015,10,1,2015-10-01
Feira Grande,2015,11,1,2015-11-01
Feira Grande,2015,12,1,2015-12-01
Feira Grande,2016,2,2,2016-02-01
Feira Grande,2016,3,1,2016-03-01
Feira Grande,2016,4,2,2016-04-01
Feira Grande,2016,6,2,2016-06-01
Feira Grande,2016,7,2,2016-07-01
Feira Grande,2016,9,2,2016-09-01
Feira Grande,2017,1,1,2017-01-01
Feira Grande,2017,3,1,2017-03-01
Feira Grande,2017,6,1,2017-06-01
Feira Grande,2017,7,2,2017-07-01
Feira Grande,2017,9,2,2017-09-01
Feira Grande,2017,10,1,2017-10-01
Feira Grande,2017,11,2,2017-11-01
Feira Grande,2018,1,1,2018-01-01
Feira Grande,2018,2,1,2018-02-01
Feira Grande,2018,4,1,2018-04-01
Feira Grande,2018,5,1,2018-05-01
Feira Grande,2018,8,1,2018-08-01
Feira Grande,2018,9,1,2018-09-01
Feira Grande,2018,11,1,2018-11-01
Feira Grande,2019,3,1,2019-03-01
Feira Grande,2019,6,2,2019-06-01
Feira Grande,2019,7,1,2019-07-01
Feira Grande,2019,9,1,2019-09-01
Feira Grande,2019,12,1,2019-12-01
Feira Grande,2020,4,1,2020-04-01
Feira Grande,2020,10,2,2020-10-01
Feira Grande,2021,3,1,2021-03-01
Feira Grande,2021,5,1,2021-05-01
Feira Grande,2021,6,1,2021-06-01
Feira Grande,2021,8,1,2021-08-01
Feira Grande,2021,10,2,2021-10-01
Feira Grande,2021,11,1,2021-11-01
Feira Grande,2021,12,1,2021-12-01
Feira Grande,2022,4,2,2022-04-01
Feira Grande,2022,6,1,2022-06-01
Feira Grande,2022,7,1,2022-07-01
Feira Grande,2023,11,1,2023-11-01
Feira Grande,2024,10,1,2024-10-01
Feira Grande,2025,2,1,2025-02-01
Feira Grande,2025,3,1,2025-03-01
Feira Grande,2025,9,1,2025-09-01
Feira Grande,2026,2,1,2026-02-01
Feira Grande,2026,4,1,2026-04-01
Feliz Deserto,2012,4,2,2012-04-01
Feliz Deserto,2012,8,1,2012-08-01
Feliz Deserto,2013,3,2,2013-03-01
Feliz Deserto,2014,3,1,2014-03-01
Feliz Deserto,2014,4,1,2014-04-01
Feliz Deserto,2014,6,2,2014-06-01
Feliz Deserto,2015,11,2,2015-11-01
Feliz Deserto,2016,2,1,2016-02-01
Feliz Deserto,2016,4,1,2016-04-01
Feliz Deserto,2016,7,2,2016-07-01
Feliz Deserto,2016,9,1,2016-09-01
Feliz Deserto,2017,2,1,2017-02-01
Feliz Deserto,2017,5,1,2017-05-01
Feliz Deserto,2017,12,1,2017-12-01
Feliz Deserto,2018,3,1,2018-03-01
Feliz Deserto,2018,6,1,2018-06-01
Feliz Deserto,2018,11,1,2018-11-01
Feliz Deserto,2019,1,1,2019-01-01
Feliz Deserto,2020,2,1,2020-02-01
Feliz Deserto,2020,5,2,2020-05-01
Feliz Deserto,2020,8,1,2020-08-01
Feliz Deserto,2020,11,1,2020-11-01
Feliz Deserto,2021,2,1,2021-02-01
Feliz Deserto,2021,6,1,2021-06-01
Feliz Deserto,2021,8,1,2021-08-01
Feliz Deserto,2022,2,1,2022-02-01
Feliz Deserto,2022,10,1,2022-10-01
Feliz Deserto,2023,1,1,2023-01-01
Feliz Deserto,2023,4,1,2023-04-01
Feliz Deserto,2024,8,1,2024-08-01
Feliz Deserto,2024,12,1,2024-12-01
Feliz Deserto,2025,10,1,2025-10-01
Flexeiras,2012,1,1,2012-01-01
Flexeiras,2012,2,1,2012-02-01
Flexeiras,2012,6,1,2012-06-01
Flexeiras,2012,7,2,2012-07-01
Flexeiras,2012,12,2,2012-12-01
Flexeiras,2013,1,1,2013-01-01
Flexeiras,2013,3,2,2013-03-01
Flexeiras,2013,4,2,2013-04-01
Flexeiras,2013,6,2,2013-06-01
Flexeiras,2013,8,1,2013-08-01
Flexeiras,2013,10,2,2013-10-01
Flexeiras,2013,11,1,2013-11-01
Flexeiras,2013,12,1,2013-12-01
Flexeiras,2014,1,1,2014-01-01
Flexeiras,2014,6,2,2014-06-01
Flexeiras,2014,8,1,2014-08-01
Flexeiras,2014,9,2,2014-09-01
Flexeiras,2014,12,1,2014-12-01
Flexeiras,2015,1,4,2015-01-01
Flexeiras,2015,5,1,2015-05-01
Flexeiras,2015,8,1,2015-08-01
Flexeiras,2015,10,1,2015-10-01
Flexeiras,2015,11,1,2015-11-01
Flexeiras,2015,12,3,2015-12-01
Flexeiras,2016,1,1,2016-01-01
Flexeiras,2016,3,2,2016-03-01
Flexeiras,2016,4,2,2016-04-01
Flexeiras,2016,5,1,2016-05-01
Flexeiras,2016,8,1,2016-08-01
Flexeiras,2016,11,1,2016-11-01
Flexeiras,2017,1,2,2017-01-01
Flexeiras,2017,2,1,2017-02-01
Flexeiras,2017,5,3,2017-05-01
Flexeiras,2017,6,1,2017-06-01
Flexeiras,2017,9,1,2017-09-01
Flexeiras,2017,10,2,2017-10-01
Flexeiras,2017,12,1,2017-12-01
Flexeiras,2018,1,1,2018-01-01
Flexeiras,2018,3,1,2018-03-01
Flexeiras,2018,5,2,2018-05-01
Flexeiras,2018,6,1,2018-06-01
Flexeiras,2018,7,1,2018-07-01
Flexeiras,2018,9,1,2018-09-01
Flexeiras,2018,10,1,2018-10-01
Flexeiras,2018,12,2,2018-12-01
Flexeiras,2019,1,2,2019-01-01
Flexeiras,2019,3,1,2019-03-01
Flexeiras,2019,6,1,2019-06-01
Flexeiras,2019,7,1,2019-07-01
Flexeiras,2019,9,1,2019-09-01
Flexeiras,2020,2,2,2020-02-01
Flexeiras,2020,3,1,2020-03-01
Flexeiras,2020,5,2,2020-05-01
Flexeiras,2020,6,1,2020-06-01
Flexeiras,2020,7,1,2020-07-01
Flexeiras,2020,9,3,2020-09-01
Flexeiras,2020,10,1,2020-10-01
Flexeiras,2020,11,2,2020-11-01
Flexeiras,2020,12,1,2020-12-01
Flexeiras,2021,1,1,2021-01-01
Flexeiras,2021,3,2,2021-03-01
Flexeiras,2021,12,2,2021-12-01
Flexeiras,2022,4,1,2022-04-01
Flexeiras,2022,5,1,2022-05-01
Flexeiras,2022,6,1,2022-06-01
Flexeiras,2022,10,1,2022-10-01
Flexeiras,2022,12,3,2022-12-01
Flexeiras,2024,6,1,2024-06-01
Flexeiras,2025,1,1,2025-01-01
