cidade_norm,trimestre,count
Anadia,2012Q1,3
Anadia,2012Q2,2
Anadia,2012Q3,3
Anadia,2012Q4,2
Anadia,2013Q1,3
Anadia,2013Q2,1
Anadia,2013Q3,1
Anadia,2013Q4,5
Anadia,2014Q1,5
Anadia,2014Q2,3
Anadia,2014Q3,1
Anadia,2014Q4,5
Anadia,2015Q1,1
Anadia,2015Q2,3
Anadia,2015Q3,1
Anadia,2015Q4,1
Anadia,2016Q1,1
Anadia,2016Q2,1
Anadia,2016Q3,4
Anadia,2017Q1,3
Anadia,2017Q3,3
Anadia,2017Q4,3
Anadia,2018Q1,1
Anadia,2018Q2,1
Anadia,2018Q3,2
Anadia,2018Q4,3
Anadia,2019Q1,1
Anadia,2019Q2,1
Anadia,2019Q4,1
Anadia,2020Q1,2
Anadia,2020Q2,1
Anadia,2020Q4,1
Anadia,2021Q1,2
Anadia,2021Q2,2
Anadia,2021Q3,1
Anadia,2021Q4,1
Anadia,2022Q1,2
Anadia,2023Q2,1
Anadia,2023Q4,2
Anadia,2024Q1,3
Anadia,2024Q2,1
Anadia,2024Q3,1
Anadia,2024Q4,2
Anadia,2025Q2,4
Anadia,2025Q3,1
Anadia,2025Q4,1
Anadia,2026Q1,3
Arapiraca,2012Q1,35
Arapiraca,2012Q2,25
Arapiraca,2012Q3,36
Arapiraca,2012Q4,43
Arapiraca,2013Q1,44
Arapiraca,2013Q2,35
Arapiraca,2013Q3,22
Arapiraca,2013Q4,47
Arapiraca,2014Q1,40
Arapiraca,2014Q2,33
Arapiraca,2014Q3,45
Arapiraca,2014Q4,28
Arapiraca,2015Q1,34
Arapiraca,2015Q2,22
Arapiraca,2015Q3,32
Arapiraca,2015Q4,32
Arapiraca,2016Q1,40
Arapiraca,2016Q2,36
Arapiraca,2016Q3,26
Arapiraca,2016Q4,37
Arapiraca,2017Q1,33
Arapiraca,2017Q2,21
Arapiraca,2017Q3,24
Arapiraca,2017Q4,31
Arapiraca,2018Q1,31
Arapiraca,2018Q2,36
Arapiraca,2018Q3,17
Arapiraca,2018Q4,13
Arapiraca,2019Q1,25
Arapiraca,2019Q2,22
Arapiraca,2019Q3,12
Arapiraca,2019Q4,25
Arapiraca,2020Q1,16
Arapiraca,2020Q2,19
Arapiraca,2020Q3,13
Arapiraca,2020Q4,32
Arapiraca,2021Q1,23
Arapiraca,2021Q2,20
Arapiraca,2021Q3,25
Arapiraca,2021Q4,20
Arapiraca,2022Q1,14
Arapiraca,2022Q2,18
Arapiraca,2022Q3,15
Arapiraca,2022Q4,23
Arapiraca,2023Q1,19
Arapiraca,2023Q2,22
Arapiraca,2023Q3,16
Arapiraca,2023Q4,35
Arapiraca,2024Q1,20
Arapiraca,2024Q2,28
Arapiraca,2024Q3,12
Arapiraca,2024Q4,19
Arapiraca,2025Q1,16
Arapiraca,2025Q2,17
Arapiraca,2025Q3,18
Arapiraca,2025Q4,12
Arapiraca,2026Q1,15
Arapiraca,2026Q2,5
Atalaia,2012Q1,14
Atalaia,2012Q2,9
Atalaia,2012Q3,4
Atalaia,2012Q4,7
Atalaia,2013Q1,8
Atalaia,2013Q2,9
Atalaia,2013Q3,7
Atalaia,2013Q4,13
Atalaia,2014Q1,8
Atalaia,2014Q2,11
Atalaia,2014Q3,8
Atalaia,2014Q4,6
Atalaia,2015Q1,10
Atalaia,2015Q2,5
Atalaia,2015Q3,7
Atalaia,2015Q4,2
Atalaia,2016Q1,6
Atalaia,2016Q2,6
Atalaia,2016Q3,7
Atalaia,2016Q4,5
Atalaia,2017Q1,12
Atalaia,2017Q2,7
Atalaia,2017Q3,7
Atalaia,2017Q4,3
Atalaia,2018Q1,3
Atalaia,2018Q2,5
Atalaia,2018Q3,4
Atalaia,2018Q4,7
Atalaia,2019Q1,7
Atalaia,2019Q2,6
Atalaia,2019Q3,5
Atalaia,2019Q4,6
Atalaia,2020Q1,7
Atalaia,2020Q2,5
Atalaia,2020Q3,7
Atalaia,2020Q4,4
Atalaia,2021Q2,3
Atalaia,2021Q3,5
Atalaia,2021Q4,2
Atalaia,2022Q1,2
Atalaia,2022Q2,1
Atalaia,2022Q3,2
Atalaia,2022Q4,3
Atalaia,2023Q1,4
Atalaia,2023Q2,3
Atalaia,2023Q3,3
Atalaia,2023Q4,1
Atalaia,2024Q1,4
Atalaia,2024Q2,4
Atalaia,2024Q3,2
Atalaia,2024Q4,1
Atalaia,2025Q1,5
Atalaia,2025Q2,7
Atalaia,2025Q3,6
Atalaia,2025Q4,3
Atalaia,2026Q1,1
Barra de Santo Antônio,2012Q1,4
Barra de Santo Antônio,2012Q2,6
Barra de Santo Antônio,2012Q3,1
Barra de Santo Antônio,2013Q1,1
Barra de Santo Antônio,2013Q2,2
Barra de Santo Antônio,2013Q3,3
Barra de Santo Antônio,2013Q4,5
Barra de Santo Antônio,2014Q1,3
Barra de Santo Antônio,2014Q2,3
Barra de Santo Antônio,2014Q4,1
Barra de Santo Antônio,2015Q1,3
Barra de Santo Antônio,2015Q2,6
Barra de Santo Antônio,2015Q3,1
Barra de Santo Antônio,2015Q4,2
Barra de Santo Antônio,2016Q1,3
Barra de Santo Antônio,2016Q2,1
Barra de Santo Antônio,2016Q3,2
Barra de Santo Antônio,2016Q4,7
Barra de Santo Antônio,2017Q1,4
Barra de Santo Antônio,2017Q2,2
Barra de Santo Antônio,2017Q3,5
Barra de Santo Antônio,2017Q4,3
Barra de Santo Antônio,2018Q1,1
Barra de Santo Antônio,2018Q2,1
Barra de Santo Antônio,2018Q3,2
Barra de Santo Antônio,2018Q4,2
Barra de Santo Antônio,2019Q2,4
Barra de Santo Antônio,2020Q1,3
Barra de Santo Antônio,2020Q2,4
Barra de Santo Antônio,2020Q3,1
Barra de Santo Antônio,2020Q4,6
Barra de Santo Antônio,2021Q1,3
Barra de Santo Antônio,2021Q2,2
Barra de Santo Antônio,2021Q4,4
Barra de Santo Antônio,2022Q1,3
Barra de Santo Antônio,2022Q2,4
Barra de Santo Antônio,2022Q3,1
Barra de Santo Antônio,2022Q4,4
Barra de Santo Antônio,2023Q1,3
Barra de Santo Antônio,2023Q2,2
Barra de Santo Antônio,2023Q3,4
Barra de Santo Antônio,2023Q4,2
Barra de Santo Antônio,2024Q1,1
Barra de Santo Antônio,2024Q2,5
Barra de Santo Antônio,2024Q3,5
Barra de Santo Antônio,2024Q4,1
Barra de Santo Antônio,2025Q1,1
Barra de Santo Antônio,2025Q4,1
Barra de São Miguel,2012Q1,1
Barra de São Miguel,2012Q2,2
Barra de São Miguel,2012Q4,2
Barra de São Miguel,2013Q2,4
Barra de São Miguel,2013Q3,2
Barra de São Miguel,2013Q4,2
Barra de São Miguel,2014Q1,1
Barra de São Miguel,2014Q2,4
Barra de São Miguel,2014Q3,1
Barra de São Miguel,2014Q4,1
Barra de São Miguel,2015Q1,2
Barra de São Miguel,2015Q3,2
Barra de São Miguel,2016Q1,4
Barra de São Miguel,2016Q2,4
Barra de São Miguel,2016Q3,3
Barra de São Miguel,2016Q4,3
Barra de São Miguel,2017Q2,3
Barra de São Miguel,2017Q4,5
Barra de São Miguel,2018Q1,5
Barra de São Miguel,2018Q2,3
Barra de São Miguel,2018Q3,3
Barra de São Miguel,2018Q4,1
Barra de São Miguel,2019Q1,3
Barra de São Miguel,2019Q4,2
Barra de São Miguel,2020Q1,2
Barra de São Miguel,2020Q2,3
Barra de São Miguel,2020Q3,1
Barra de São Miguel,2020Q4,1
Barra de São Miguel,2021Q1,3
Barra de São Miguel,2021Q4,2
Barra de São Miguel,2022Q1,4
Barra de São Miguel,2022Q3,2
Barra de São Miguel,2022Q4,2
Barra de São Miguel,2023Q1,1
Barra de São Miguel,2023Q2,3
Barra de São Miguel,2023Q4,2
Barra de São Miguel,2024Q2,6
Barra de São Miguel,2024Q3,1
Barra de São Miguel,2025Q1,2
Barra de São Miguel,2025Q2,3
Barra de São Miguel,2026Q1,1
Barra de São Miguel,2026Q2,3
Batalha,2012Q3,1
Batalha,2012Q4,2
Batalha,2013Q1,1
Batalha,2013Q2,2
Batalha,2013Q3,1
Batalha,2013Q4,3
Batalha,2014Q1,1
Batalha,2014Q2,2
Batalha,2014Q3,2
Batalha,2014Q4,3
Batalha,2015Q1,2
Batalha,2015Q2,1
Batalha,2015Q4,1
Batalha,2016Q1,1
Batalha,2016Q2,2
Batalha,2016Q3,2
Batalha,2016Q4,4
Batalha,2017Q3,1
Batalha,2017Q4,6
Batalha,2018Q2,1
Batalha,2018Q3,1
Batalha,2018Q4,2
Batalha,2019Q2,2
Batalha,2019Q3,2
Batalha,2019Q4,2
Batalha,2020Q1,1
Batalha,2020Q2,5
Batalha,2020Q4,3
Batalha,2021Q1,1
Batalha,2021Q2,4
Batalha,2023Q1,3
Batalha,2023Q3,1
Batalha,2023Q4,2
Batalha,2024Q1,3
Batalha,2024Q2,1
Batalha,2024Q3,3
Batalha,2024Q4,3
Batalha,2025Q1,2
Batalha,2025Q3,1
Belo Monte,2013Q4,3
Belo Monte,2014Q1,1
Belo Monte,2020Q1,1
Belo Monte,2022Q4,1
Belo Monte,2024Q4,1
Belém,2012Q4,1
Belém,2013Q3,1
Belém,2013Q4,1
Belém,2014Q1,1
Belém,2016Q2,1
Belém,2017Q1,2
Belém,2017Q4,2
Belém,2018Q1,1
Belém,2018Q2,1
Belém,2020Q4,1
Belém,2021Q1,1
Belém,2021Q3,1
Belém,2021Q4,1
Belém,2022Q4,1
Belém,2023Q3,1
Belém,2023Q4,1
Belém,2024Q1,1
Belém,2024Q3,2
Belém,2025Q3,2
Boca da Mata,2012Q1,6
Boca da Mata,2012Q3,3
Boca da Mata,2012Q4,4
Boca da Mata,2013Q1,4
Boca da Mata,2013Q2,5
Boca da Mata,2013Q3,4
Boca da Mata,2013Q4,5
Boca da Mata,2014Q2,5
Boca da Mata,2014Q3,4
Boca da Mata,2014Q4,3
Boca da Mata,2015Q1,5
Boca da Mata,2015Q2,2
Boca da Mata,2015Q3,3
Boca da Mata,2015Q4,6
Boca da Mata,2016Q1,4
Boca da Mata,2016Q2,7
Boca da Mata,2016Q3,4
Boca da Mata,2016Q4,6
Boca da Mata,2017Q1,1
Boca da Mata,2017Q2,1
Boca da Mata,2017Q3,1
Boca da Mata,2017Q4,6
Boca da Mata,2018Q1,4
Boca da Mata,2018Q2,2
Boca da Mata,2018Q3,3
Boca da Mata,2018Q4,2
Boca da Mata,2019Q1,5
Boca da Mata,2019Q2,3
Boca da Mata,2019Q3,4
Boca da Mata,2019Q4,4
Boca da Mata,2020Q1,7
Boca da Mata,2020Q2,6
Boca da Mata,2020Q3,2
Boca da Mata,2020Q4,2
Boca da Mata,2021Q1,3
Boca da Mata,2021Q3,3
Boca da Mata,2022Q1,3
Boca da Mata,2022Q2,1
Boca da Mata,2022Q3,2
Boca da Mata,2022Q4,3
Boca da Mata,2023Q1,1
Boca da Mata,2023Q2,3
Boca da Mata,2023Q3,1
Boca da Mata,2023Q4,2
Boca da Mata,2024Q1,5
Boca da Mata,2024Q3,1
Boca da Mata,2024Q4,2
Boca da Mata,2025Q1,2
Boca da Mata,2025Q2,2
Boca da Mata,2025Q3,1
Boca da Mata,2026Q1,4
Branquinha,2012Q1,2
Branquinha,2012Q2,2
Branquinha,2012Q3,4
Branquinha,2012Q4,1
Branquinha,2013Q1,1
Branquinha,2013Q3,3
Branquinha,2013Q4,2
Branquinha,2014Q1,2
Branquinha,2014Q2,2
Branquinha,2014Q3,2
Branquinha,2014Q4,2
Branquinha,2015Q1,1
Branquinha,2015Q2,3
Branquinha,2015Q4,3
Branquinha,2016Q1,3
Branquinha,2016Q3,1
Branquinha,2016Q4,1
Branquinha,2017Q1,3
Branquinha,2017Q3,3
Branquinha,2018Q1,2
Branquinha,2018Q2,2
Branquinha,2018Q3,1
Branquinha,2019Q1,1
Branquinha,2019Q3,3
Branquinha,2019Q4,1
Branquinha,2020Q1,1
Branquinha,2020Q2,1
Branquinha,2020Q3,1
Branquinha,2020Q4,1
Branquinha,2022Q1,3
Branquinha,2022Q4,2
Branquinha,2023Q1,1
Branquinha,2024Q1,1
Branquinha,2024Q3,1
Branquinha,2024Q4,1
Branquinha,2025Q1,1
Branquinha,2025Q2,1
Branquinha,2025Q3,1
Branquinha,2025Q4,1
Branquinha,2026Q1,1
Cacimbinhas,2012Q4,1
Cacimbinhas,2013Q1,3
Cacimbinhas,2013Q2,2
Cacimbinhas,2013Q3,1
Cacimbinhas,2014Q3,2
Cacimbinhas,2014Q4,1
Cacimbinhas,2015Q2,1
Cacimbinhas,2015Q4,2
Cacimbinhas,2016Q2,4
Cacimbinhas,2017Q1,2
Cacimbinhas,2017Q3,1
Cacimbinhas,2019Q2,1
Cacimbinhas,2019Q4,1
Cacimbinhas,2020Q1,1
Cacimbinhas,2020Q3,1
Cacimbinhas,2021Q1,1
Cacimbinhas,2021Q4,1
Cacimbinhas,2022Q1,2
Cacimbinhas,2022Q2,2
Cacimbinhas,2022Q3,2
Cacimbinhas,2022Q4,1
Cacimbinhas,2023Q1,1
Cacimbinhas,2023Q2,1
Cacimbinhas,2023Q3,2
Cacimbinhas,2023Q4,1
Cacimbinhas,2024Q1,2
Cajueiro,2012Q1,7
Cajueiro,2012Q2,3
Cajueiro,2012Q3,6
Cajueiro,2013Q1,4
Cajueiro,2013Q2,7
Cajueiro,2013Q3,4
Cajueiro,2013Q4,5
Cajueiro,2014Q1,3
Cajueiro,2014Q2,6
Cajueiro,2014Q3,6
Cajueiro,2014Q4,2
Cajueiro,2015Q1,1
Cajueiro,2015Q2,4
Cajueiro,2015Q3,4
Cajueiro,2015Q4,5
Cajueiro,2016Q2,4
Cajueiro,2016Q3,2
Cajueiro,2016Q4,4
Cajueiro,2017Q1,1
Cajueiro,2017Q2,7
Cajueiro,2017Q3,3
Cajueiro,2017Q4,3
Cajueiro,2018Q1,1
Cajueiro,2018Q2,2
Cajueiro,2018Q4,2
Cajueiro,2019Q1,3
Cajueiro,2019Q2,2
Cajueiro,2019Q3,1
Cajueiro,2019Q4,3
Cajueiro,2020Q1,2
Cajueiro,2020Q2,2
Cajueiro,2020Q3,4
Cajueiro,2020Q4,2
Cajueiro,2021Q1,1
Cajueiro,2021Q2,1
Cajueiro,2021Q4,3
Cajueiro,2022Q1,2
Cajueiro,2022Q2,1
Cajueiro,2022Q4,2
Cajueiro,2023Q1,1
Cajueiro,2023Q2,1
Cajueiro,2023Q4,1
Cajueiro,2024Q1,1
Cajueiro,2024Q3,1
Cajueiro,2024Q4,1
Cajueiro,2025Q1,1
Cajueiro,2025Q2,2
Cajueiro,2025Q3,3
Cajueiro,2025Q4,2
Cajueiro,2026Q1,1
Campestre,2012Q2,1
Campestre,2012Q3,1
Campestre,2013Q1,3
Campestre,2014Q4,1
Campestre,2015Q4,1
Campestre,2016Q1,1
Campestre,2016Q4,1
Campestre,2017Q1,2
Campestre,2017Q3,3
Campestre,2018Q4,2
Campestre,2019Q1,1
Campestre,2020Q3,1
Campestre,2021Q3,4
Campestre,2022Q2,1
Campestre,2023Q1,2
Campestre,2024Q2,1
Campestre,2024Q4,1
Campo Alegre,2012Q1,4
Campo Alegre,2012Q2,5
Campo Alegre,2012Q3,2
Campo Alegre,2012Q4,4
Campo Alegre,2013Q1,5
Campo Alegre,2013Q2,9
Campo Alegre,2013Q3,2
Campo Alegre,2013Q4,8
Campo Alegre,2014Q1,7
Campo Alegre,2014Q2,5
Campo Alegre,2014Q3,6
Campo Alegre,2014Q4,3
Campo Alegre,2015Q1,6
Campo Alegre,2015Q2,6
Campo Alegre,2015Q3,5
Campo Alegre,2015Q4,3
Campo Alegre,2016Q1,5
Campo Alegre,2016Q2,1
Campo Alegre,2016Q3,3
Campo Alegre,2016Q4,8
Campo Alegre,2017Q1,2
Campo Alegre,2017Q2,4
Campo Alegre,2017Q3,1
Campo Alegre,2017Q4,4
Campo Alegre,2018Q1,1
Campo Alegre,2018Q2,2
Campo Alegre,2018Q3,2
Campo Alegre,2018Q4,5
Campo Alegre,2019Q1,2
Campo Alegre,2019Q2,7
Campo Alegre,2019Q3,1
Campo Alegre,2019Q4,7
Campo Alegre,2020Q1,3
Campo Alegre,2020Q2,3
Campo Alegre,2020Q3,3
Campo Alegre,2020Q4,5
Campo Alegre,2021Q1,2
Campo Alegre,2021Q2,5
Campo Alegre,2021Q3,6
Campo Alegre,2021Q4,2
Campo Alegre,2022Q1,3
Campo Alegre,2022Q2,4
Campo Alegre,2022Q3,2
Campo Alegre,2022Q4,2
Campo Alegre,2023Q1,5
Campo Alegre,2023Q2,5
Campo Alegre,2023Q4,4
Campo Alegre,2024Q1,5
Campo Alegre,2024Q2,1
Campo Alegre,2024Q3,3
Campo Alegre,2024Q4,4
Campo Alegre,2025Q1,3
Campo Alegre,2025Q2,1
Campo Alegre,2025Q3,4
Campo Alegre,2025Q4,2
Campo Alegre,2026Q1,3
Campo Alegre,2026Q2,1
Campo Grande,2012Q1,1
Campo Grande,2012Q3,1
Campo Grande,2012Q4,1
Campo Grande,2013Q2,1
Campo Grande,2013Q3,1
Campo Grande,2013Q4,1
Campo Grande,2014Q1,2
Campo Grande,2014Q4,2
Campo Grande,2015Q1,1
Campo Grande,2015Q4,3
Campo Grande,2016Q1,6
Campo Grande,2016Q2,2
Campo Grande,2016Q4,1
Campo Grande,2017Q1,3
Campo Grande,2017Q2,5
Campo Grande,2017Q3,1
Campo Grande,2017Q4,1
Campo Grande,2018Q1,1
Campo Grande,2018Q3,2
Campo Grande,2019Q3,1
Campo Grande,2019Q4,1
Campo Grande,2020Q2,1
Campo Grande,2021Q2,2
Campo Grande,2021Q3,1
Campo Grande,2022Q2,2
Campo Grande,2022Q4,1
Campo Grande,2023Q3,1
Campo Grande,2023Q4,3
Campo Grande,2024Q4,1
Campo Grande,2025Q1,2
Campo Grande,2026Q1,1
Campo Grande,2026Q2,1
Canapi,2012Q1,3
Canapi,2012Q2,2
Canapi,2012Q3,2
Canapi,2013Q3,1
Canapi,2013Q4,1
Canapi,2014Q1,2
Canapi,2014Q2,3
Canapi,2014Q3,1
Canapi,2014Q4,4
Canapi,2015Q1,1
Canapi,2015Q2,1
Canapi,2015Q3,3
Canapi,2015Q4,1
Canapi,2016Q1,1
Canapi,2016Q2,1
Canapi,2016Q4,3
Canapi,2017Q1,1
Canapi,2017Q2,1
Canapi,2017Q3,1
Canapi,2018Q3,2
Canapi,2018Q4,2
Canapi,2019Q1,4
Canapi,2019Q2,2
Canapi,2019Q3,1
Canapi,2019Q4,1
Canapi,2020Q1,3
Canapi,2020Q2,4
Canapi,2020Q3,2
Canapi,2020Q4,5
Canapi,2021Q2,2
Canapi,2021Q4,3
Canapi,2022Q1,1
Canapi,2022Q2,3
Canapi,2022Q3,4
Canapi,2022Q4,1
Canapi,2023Q1,1
Canapi,2023Q2,3
Canapi,2023Q3,2
Canapi,2023Q4,1
Canapi,2024Q1,1
Canapi,2024Q2,1
Canapi,2024Q3,2
Canapi,2025Q1,4
Canapi,2025Q2,2
Canapi,2025Q3,1
Canapi,2026Q1,4
Capela,2012Q1,2
Capela,2012Q2,3
Capela,2012Q3,3
Capela,2012Q4,3
Capela,2013Q1,7
Capela,2013Q2,6
Capela,2013Q3,1
Capela,2013Q4,4
Capela,2014Q1,2
Capela,2014Q2,5
Capela,2014Q3,1
Capela,2014Q4,4
Capela,2015Q1,3
Capela,2015Q2,3
Capela,2015Q3,1
Capela,2016Q1,1
Capela,2016Q2,1
Capela,2016Q3,1
Capela,2016Q4,2
Capela,2017Q1,1
Capela,2017Q2,6
Capela,2017Q4,3
Capela,2018Q1,1
Capela,2018Q2,2
Capela,2018Q4,1
Capela,2019Q1,3
Capela,2019Q2,2
Capela,2019Q3,3
Capela,2020Q1,2
Capela,2020Q2,2
Capela,2020Q3,1
Capela,2020Q4,3
Capela,2021Q3,1
Capela,2021Q4,2
Capela,2022Q2,1
Capela,2023Q1,1
Capela,2024Q1,1
Capela,2024Q3,1
Capela,2025Q1,1
Capela,2026Q2,1
Carneiros,2012Q3,1
Carneiros,2013Q1,2
Carneiros,2013Q3,1
Carneiros,2014Q3,1
Carneiros,2016Q1,1
Carneiros,2016Q2,1
Carneiros,2016Q4,1
Carneiros,2018Q2,1
Carneiros,2018Q4,1
Carneiros,2019Q1,2
Carneiros,2019Q2,2
Carneiros,2020Q1,1
Carneiros,2021Q2,1
Carneiros,2022Q2,1
Carneiros,2022Q4,1
Carneiros,2023Q4,1
Carneiros,2024Q3,1
Carneiros,2024Q4,2
Carneiros,2025Q2,1
Carneiros,2025Q4,2
Carneiros,2026Q1,2
Chã Preta,2012Q1,1
Chã Preta,2012Q2,1
Chã Preta,2013Q1,1
Chã Preta,2013Q4,1
Chã Preta,2014Q4,1
Chã Preta,2015Q2,1
Chã Preta,2015Q4,1
Chã Preta,2016Q1,1
Chã Preta,2016Q2,2
Chã Preta,2016Q3,1
Chã Preta,2017Q1,2
Chã Preta,2017Q4,2
Chã Preta,2018Q3,1
Chã Preta,2019Q3,1
Chã Preta,2019Q4,1
Chã Preta,2020Q1,1
Chã Preta,2020Q2,1
Chã Preta,2021Q4,1
Chã Preta,2023Q2,1
Chã Preta,2023Q4,1
Coité do Nóia,2012Q1,1
Coité do Nóia,2012Q2,1
Coité do Nóia,2012Q4,1
Coité do Nóia,2013Q1,2
Coité do Nóia,2013Q2,2
Coité do Nóia,2013Q3,2
Coité do Nóia,2013Q4,3
Coité do Nóia,2014Q3,1
Coité do Nóia,2015Q1,2
Coité do Nóia,2015Q3,2
Coité do Nóia,2016Q1,2
Coité do Nóia,2016Q3,1
Coité do Nóia,2016Q4,2
Coité do Nóia,2017Q1,1
Coité do Nóia,2018Q1,2
Coité do Nóia,2018Q2,1
Coité do Nóia,2018Q3,2
Coité do Nóia,2018Q4,1
Coité do Nóia,2019Q1,1
Coité do Nóia,2019Q4,1
Coité do Nóia,2020Q3,2
Coité do Nóia,2020Q4,2
Coité do Nóia,2021Q1,1
Coité do Nóia,2022Q3,1
Coité do Nóia,2022Q4,2
Coité do Nóia,2023Q1,1
Coité do Nóia,2023Q2,1
Coité do Nóia,2023Q3,1
Coité do Nóia,2024Q4,1
Coité do Nóia,2025Q2,1
Colônia Leopoldina,2012Q1,5
Colônia Leopoldina,2012Q2,2
Colônia Leopoldina,2012Q3,2
Colônia Leopoldina,2012Q4,2
Colônia Leopoldina,2013Q1,1
Colônia Leopoldina,2013Q2,1
Colônia Leopoldina,2013Q3,2
Colônia Leopoldina,2013Q4,2
Colônia Leopoldina,2014Q1,1
Colônia Leopoldina,2014Q2,4
Colônia Leopoldina,2014Q3,2
Colônia Leopoldina,2014Q4,6
Colônia Leopoldina,2015Q1,1
Colônia Leopoldina,2015Q2,1
Colônia Leopoldina,2015Q3,3
Colônia Leopoldina,2015Q4,4
Colônia Leopoldina,2016Q1,5
Colônia Leopoldina,2016Q2,1
Colônia Leopoldina,2016Q3,6
Colônia Leopoldina,2016Q4,3
Colônia Leopoldina,2017Q1,6
Colônia Leopoldina,2017Q2,4
Colônia Leopoldina,2017Q3,1
Colônia Leopoldina,2017Q4,6
Colônia Leopoldina,2018Q1,6
Colônia Leopoldina,2018Q2,5
Colônia Leopoldina,2018Q3,5
Colônia Leopoldina,2018Q4,5
Colônia Leopoldina,2019Q1,5
Colônia Leopoldina,2019Q2,6
Colônia Leopoldina,2019Q3,5
Colônia Leopoldina,2019Q4,2
Colônia Leopoldina,2020Q1,4
Colônia Leopoldina,2020Q2,4
Colônia Leopoldina,2020Q3,6
Colônia Leopoldina,2020Q4,6
Colônia Leopoldina,2021Q1,1
Colônia Leopoldina,2021Q2,3
Colônia Leopoldina,2021Q4,4
Colônia Leopoldina,2022Q1,3
Colônia Leopoldina,2022Q4,1
Colônia Leopoldina,2023Q1,3
Colônia Leopoldina,2023Q4,2
Colônia Leopoldina,2024Q1,1
Colônia Leopoldina,2024Q2,1
Colônia Leopoldina,2024Q3,3
Colônia Leopoldina,2025Q1,1
Colônia Leopoldina,2025Q2,2
Colônia Leopoldina,2026Q1,1
Coqueiro Seco,2012Q2,1
Coqueiro Seco,2013Q2,2
Coqueiro Seco,2013Q3,2
Coqueiro Seco,2013Q4,3
Coqueiro Seco,2014Q1,1
Coqueiro Seco,2014Q3,1
Coqueiro Seco,2015Q2,2
Coqueiro Seco,2015Q3,3
Coqueiro Seco,2015Q4,2
Coqueiro Seco,2016Q1,1
Coqueiro Seco,2016Q2,1
Coqueiro Seco,2016Q4,1
Coqueiro Seco,2017Q1,3
Coqueiro Seco,2017Q2,1
Coqueiro Seco,2017Q3,1
Coqueiro Seco,2017Q4,2
Coqueiro Seco,2018Q1,3
Coqueiro Seco,2018Q3,1
Coqueiro Seco,2018Q4,2
Coqueiro Seco,2019Q1,2
Coqueiro Seco,2019Q4,2
Coqueiro Seco,2020Q1,1
Coqueiro Seco,2020Q2,1
Coqueiro Seco,2020Q4,1
Coqueiro Seco,2021Q2,3
Coqueiro Seco,2021Q3,1
Coqueiro Seco,2022Q3,1
Coqueiro Seco,2022Q4,3
Coqueiro Seco,2023Q2,2
Coqueiro Seco,2023Q3,2
Coqueiro Seco,2023Q4,1
Coqueiro Seco,2024Q1,1
Coqueiro Seco,2024Q4,1
Coqueiro Seco,2025Q1,1
Coqueiro Seco,2025Q2,1
Coqueiro Seco,2025Q4,1
Coruripe,2012Q1,9
Coruripe,2012Q2,22
Coruripe,2012Q3,13
Coruripe,2012Q4,11
Coruripe,2013Q1,15
Coruripe,2013Q2,8
Coruripe,2013Q3,4
Coruripe,2013Q4,4
Coruripe,2014Q1,14
Coruripe,2014Q2,18
Coruripe,2014Q3,13
Coruripe,2014Q4,9
Coruripe,2015Q1,10
Coruripe,2015Q2,10
Coruripe,2015Q3,7
Coruripe,2015Q4,8
Coruripe,2016Q1,10
Coruripe,2016Q2,14
Coruripe,2016Q3,14
Coruripe,2016Q4,10
Coruripe,2017Q1,12
Coruripe,2017Q2,13
Coruripe,2017Q3,14
Coruripe,2017Q4,8
Coruripe,2018Q1,10
Coruripe,2018Q2,16
Coruripe,2018Q3,2
Coruripe,2018Q4,2
Coruripe,2019Q1,3
Coruripe,2019Q2,4
Coruripe,2019Q3,8
Coruripe,2019Q4,4
Coruripe,2020Q1,2
Coruripe,2020Q2,2
Coruripe,2020Q3,1
Coruripe,2020Q4,2
Coruripe,2021Q1,6
Coruripe,2021Q2,3
Coruripe,2021Q3,3
Coruripe,2021Q4,7
Coruripe,2022Q1,4
Coruripe,2022Q2,3
Coruripe,2022Q3,7
Coruripe,2022Q4,2
Coruripe,2023Q1,2
Coruripe,2023Q2,5
Coruripe,2023Q3,2
Coruripe,2023Q4,1
Coruripe,2024Q1,4
Coruripe,2024Q2,1
Coruripe,2024Q3,3
Coruripe,2024Q4,6
Coruripe,2025Q1,5
Coruripe,2025Q2,4
Coruripe,2025Q4,3
Coruripe,2026Q1,2
Craíbas,2012Q1,2
Craíbas,2012Q3,2
Craíbas,2012Q4,3
Craíbas,2013Q2,4
Craíbas,2013Q3,4
Craíbas,2013Q4,3
Craíbas,2014Q1,2
Craíbas,2014Q2,3
Craíbas,2014Q3,5
Craíbas,2014Q4,5
Craíbas,2015Q1,2
Craíbas,2015Q3,4
Craíbas,2015Q4,3
Craíbas,2016Q1,3
Craíbas,2016Q2,5
Craíbas,2016Q3,2
Craíbas,2016Q4,1
Craíbas,2017Q1,3
Craíbas,2017Q2,1
Craíbas,2017Q3,3
Craíbas,2017Q4,2
Craíbas,2018Q1,3
Craíbas,2018Q2,2
Craíbas,2018Q4,2
Craíbas,2019Q1,2
Craíbas,2019Q2,1
Craíbas,2019Q3,2
Craíbas,2019Q4,3
Craíbas,2020Q1,1
Craíbas,2020Q2,1
Craíbas,2020Q3,2
Craíbas,2020Q4,2
Craíbas,2021Q1,1
